Bamble;20221013;000002;1.000000000000000000;335.000000000000000000;268.000000000000000000;154.912000000000000000;.00000000000000000000
Bamble;20221018;000002;1.000000000000000000;335.000000000000000000;268.000000000000000000;154.912050000000000000;.00000000000000000000
Bamble;20221019;000002;1.000000000000000000;335.000000000000000000;268.000000000000000000;154.912050000000000000;.00000000000000000000
Bamble;20221022;000002;1.000000000000000000;335.000000000000000000;268.000000000000000000;154.912140000000000000;.00000000000000000000
Bamble;20221024;000002;1.000000000000000000;335.000000000000000000;268.000000000000000000;154.912250000000000000;.00000000000000000000
Bamble;20221029;000002;1.000000000000000000;335.000000000000000000;268.000000000000000000;154.912200000000000000;.00000000000000000000
Bamble;20221107;000002;1.000000000000000000;335.000000000000000000;268.000000000000000000;154.912310000000000000;.00000000000000000000
Bamble;20221108;000002;2.000000000000000000;670.000000000000000000;536.000000000000000000;309.824740000000000000;.00000000000000000000
Bamble;20221109;000002;2.000000000000000000;670.000000000000000000;536.000000000000000000;309.825000000000000000;.00000000000000000000
Bamble;20221110;000002;1.000000000000000000;335.000000000000000000;268.000000000000000000;154.912650000000000000;.00000000000000000000
Bamble;20221111;000002;1.000000000000000000;335.000000000000000000;268.000000000000000000;154.912650000000000000;.00000000000000000000
Bamble;20221119;000002;1.000000000000000000;335.000000000000000000;268.000000000000000000;154.912810000000000000;.00000000000000000000
Bamble;20221202;000002;2.000000000000000000;718.000000000000000000;574.400000000000000000;348.225800000000000000;.00000000000000000000
Bamble;20221208;000002;1.000000000000000000;359.000000000000000000;287.200000000000000000;174.112000000000000000;.00000000000000000000
Bamble;20230105;000002;1.000000000000000000;359.000000000000000000;287.200000000000000000;174.112310000000000000;.00000000000000000000
Bamble;20230111;000002;2.000000000000000000;718.000000000000000000;574.400000000000000000;348.224620000000000000;.00000000000000000000
Bamble;20221019;000004;1.000000000000000000;509.000000000000000000;407.200000000000000000;209.524000000000000000;.00000000000000000000
Bamble;20221027;000004;1.000000000000000000;509.000000000000000000;407.200000000000000000;209.524140000000000000;.00000000000000000000
Bamble;20221109;000004;1.000000000000000000;509.000000000000000000;407.200000000000000000;209.524290000000000000;.00000000000000000000
Bamble;20221116;000004;1.000000000000000000;509.000000000000000000;407.200000000000000000;209.524440000000000000;.00000000000000000000
Bamble;20221129;000004;1.000000000000000000;539.000000000000000000;431.200000000000000000;233.524620000000000000;.00000000000000000000
Bamble;20221202;000004;1.000000000000000000;539.000000000000000000;431.200000000000000000;233.524800000000000000;.00000000000000000000
Bamble;20230102;000004;1.000000000000000000;539.000000000000000000;431.200000000000000000;233.525420000000000000;.00000000000000000000
Bamble;20221024;000005;-2.000000000000000000;-398.000000000000000000;-318.400000000000000000;-156.000000000000000000;.00000000000000000000
Bamble;20230110;000005;1.000000000000000000;199.000000000000000000;159.200000000000000000;78.000000000000000000;.00000000000000000000
