No_;Location;Inventory;Saleable qty
030928;140;.000000;.000000
038479;140;1.000000;1.000000
025679;140;8.000000;8.000000
026154;140;11.000000;11.000000
005689;140;9.000000;9.000000
022853;140;4.000000;4.000000
005022;140;.000000;.000000
005138;140;.000000;.000000
005651;140;8.000000;8.000000
016525;140;.000000;.000000
005177;140;.000000;.000000
008260;140;32.000000;32.000000
017322;140;.000000;.000000
003870;140;1.000000;1.000000
006440;140;.000000;.000000
026073;140;6.000000;6.000000
007312;140;.000000;.000000
028473;140;17.000000;17.000000
016805;140;.000000;.000000
046849;140;3.000000;3.000000
019635;140;33.000000;33.000000
004754;140;.000000;.000000
017293;140;.000000;.000000
002601;140;17.000000;17.000000
003258;140;.000000;.000000
022125;140;7.000000;7.000000
016566;140;.000000;.000000
047406;140;.000000;.000000
005785;140;.000000;.000000
003565;140;15.000000;14.000000
005340;140;.000000;.000000
004386;140;.000000;.000000
016568;140;.000000;.000000
016360;140;.000000;.000000
031148;140;22.000000;22.000000
031150;140;4.000000;4.000000
031222;140;6.000000;6.000000
031426;140;12.000000;12.000000
040673;140;4.000000;4.000000
002698;140;.000000;.000000
019796;140;.000000;.000000
001817;140;.000000;.000000
008291;140;26.000000;26.000000
025730;140;4.000000;4.000000
004420;140;.000000;.000000
041179;140;9.000000;9.000000
046795;140;.000000;.000000
012047;140;2.000000;2.000000
034532;140;8.000000;8.000000
040676;140;8.000000;8.000000
008363;140;32.000000;32.000000
006920;140;1.000000;1.000000
000074;140;.000000;.000000
048808;140;40.000000;40.000000
022532;140;.000000;.000000
025931;140;1.000000;1.000000
003989;140;.000000;.000000
015637;140;.000000;.000000
000149;140;.000000;.000000
028165;140;20.000000;20.000000
004557;140;2.000000;2.000000
019993;140;23.000000;23.000000
020108;140;1.000000;1.000000
017386;140;.000000;.000000
006710;140;1.000000;1.000000
016596;140;.000000;.000000
017907;140;.000000;.000000
038369;140;.000000;.000000
004683;140;.000000;.000000
007298;140;.000000;.000000
007377;140;.000000;.000000
030947;140;.000000;.000000
006113;140;.000000;.000000
002162;140;3.000000;3.000000
015715;140;.000000;.000000
016151;140;.000000;.000000
041394;140;.000000;.000000
042490;140;9.000000;9.000000
040607;140;10.000000;10.000000
008366;140;.000000;.000000
004102;140;.000000;.000000
025975;140;22.000000;22.000000
000631;140;50.000000;50.000000
003823;140;.000000;.000000
001155;140;.000000;.000000
008112;140;.000000;.000000
025847;140;.000000;.000000
006959;140;.000000;.000000
031399;140;.000000;.000000
040536;140;1.000000;1.000000
041063;140;.000000;.000000
016316;140;.000000;.000000
006035;140;.000000;.000000
004598;140;5.000000;5.000000
008870;140;.000000;.000000
020446;140;.000000;.000000
005629;140;-4.000000;-4.000000
007710;140;.000000;.000000
020735;140;3.000000;3.000000
006885;140;.000000;.000000
042946;140;6.000000;6.000000
002468;140;2.000000;2.000000
022428;140;5.000000;5.000000
008573;140;.000000;.000000
007738;140;.000000;.000000
015394;140;.000000;.000000
024881;140;2.000000;2.000000
017096;140;.000000;.000000
005069;140;.000000;.000000
000028;140;3.000000;3.000000
016441;140;.000000;.000000
030962;140;11.000000;10.000000
048885;140;.000000;.000000
048969;140;17.280000;17.280000
004481;140;7.000000;7.000000
021111;140;2.000000;2.000000
005611;140;.000000;.000000
003913;140;2.000000;2.000000
026474;140;1.000000;1.000000
026569;140;5.000000;5.000000
003549;140;.000000;.000000
020030;140;14.000000;14.000000
008674;140;.000000;.000000
003160;140;59.780000;58.780000
001789;140;4.000000;3.000000
000168;140;.000000;.000000
006529;140;.000000;.000000
027251;140;2.000000;2.000000
005040;140;.000000;.000000
027219;140;2.000000;2.000000
006079;140;3.000000;3.000000
030965;140;17.000000;17.000000
042621;140;2.000000;2.000000
045791;140;9.000000;9.000000
007183;140;.000000;.000000
040392;140;.000000;.000000
028929;140;.000000;.000000
034789;140;.000000;.000000
008949;140;-2.000000;-2.000000
019293;140;4.000000;4.000000
021565;140;5.000000;5.000000
006326;140;5.000000;5.000000
015500;140;4.000000;4.000000
007741;140;.000000;.000000
028103;140;6.000000;6.000000
002935;140;.000000;.000000
001369;140;.000000;.000000
046765;140;4.000000;4.000000
034477;140;6.000000;6.000000
044887;140;3.000000;3.000000
045260;140;5.000000;5.000000
004634;140;11.000000;11.000000
021980;140;.000000;.000000
027407;140;22.000000;19.000000
007017;140;2.000000;2.000000
000790;140;5.000000;5.000000
031127;140;12.000000;12.000000
038439;140;111.830500;109.830500
047033;140;10.000000;10.000000
009575;140;19.000000;19.000000
026153;140;6.000000;6.000000
027471;140;24.000000;24.000000
004999;140;1.000000;1.000000
005671;140;8.000000;8.000000
004287;140;4.000000;2.000000
000955;140;8.000000;8.000000
016717;140;108.000000;108.000000
026074;140;.000000;.000000
020753;140;.000000;.000000
028433;140;.000000;.000000
005706;140;6.000000;6.000000
008220;140;6.000000;6.000000
023023;140;.000000;.000000
021533;140;.000000;.000000
041191;140;.000000;.000000
018380;140;6.000000;6.000000
008275;140;5.000000;5.000000
003200;140;.000000;.000000
018588;140;.000000;.000000
027550;140;10.000000;10.000000
022855;140;6.000000;6.000000
002334;140;.000000;.000000
002078;140;.000000;.000000
005469;140;.000000;.000000
027273;140;6.000000;6.000000
048783;140;8.000000;8.000000
020770;140;1.000000;1.000000
005634;140;7.000000;7.000000
000885;140;.000000;.000000
048657;140;6.000000;6.000000
039604;140;17.280000;17.280000
015577;140;.000000;.000000
006280;140;2.000000;2.000000
001962;140;.000000;.000000
006172;140;20.000000;20.000000
027306;140;37.000000;37.000000
041517;140;5.000000;5.000000
008323;140;62.000000;62.000000
008252;140;23.000000;23.000000
026934;140;3.000000;2.000000
020509;140;-1.000000;-1.000000
004567;140;11.000000;11.000000
015400;140;5.000000;5.000000
001675;140;9.000000;9.000000
028617;140;.000000;.000000
005811;140;.000000;.000000
038427;140;6.000000;6.000000
040618;140;7.000000;7.000000
028111;140;8.000000;8.000000
008409;140;.000000;.000000
018599;140;.000000;.000000
003943;140;3.000000;3.000000
001653;140;8.000000;8.000000
019454;140;2.000000;2.000000
024998;140;.000000;.000000
004505;140;10.000000;10.000000
020051;140;-1.000000;-1.000000
008702;140;.000000;.000000
007402;140;.000000;.000000
006289;140;.000000;.000000
048802;140;10.000000;10.000000
034574;140;.000000;.000000
048290;140;12.000000;12.000000
048640;140;6.000000;6.000000
019258;140;.000000;.000000
000003;140;.000000;.000000
005823;140;.000000;.000000
006922;140;1.000000;1.000000
040485;140;2.000000;2.000000
042677;140;2.000000;1.000000
048375;140;10.000000;10.000000
048208;140;6.000000;6.000000
004284;140;1.000000;1.000000
008326;140;1.000000;1.000000
019694;140;9.000000;9.000000
021880;140;9.000000;9.000000
006403;140;.000000;-1.000000
005150;140;.000000;.000000
041064;140;4.000000;4.000000
026611;140;13.000000;12.000000
003620;140;59.000000;59.000000
017910;140;.000000;.000000
004173;140;.000000;.000000
008647;140;5.000000;5.000000
017717;140;1.000000;1.000000
011413;140;.000000;.000000
030805;140;1.000000;1.000000
041204;140;2.000000;2.000000
042904;140;11.000000;11.000000
015591;140;59.200000;59.200000
040419;140;2.000000;2.000000
034570;140;2.000000;2.000000
006896;140;.000000;.000000
007296;140;.000000;.000000
008533;140;.000000;.000000
002100;140;.000000;.000000
016073;140;7.000000;7.000000
004907;140;.000000;.000000
003433;140;-1.000000;-1.000000
008385;140;6.000000;6.000000
048929;140;6.000000;6.000000
026109;140;6.000000;6.000000
004008;140;7.000000;7.000000
025990;140;1.080000;1.080000
006883;140;.000000;.000000
006603;140;.000000;.000000
000036;140;.000000;.000000
016432;140;.000000;.000000
041050;140;1.000000;1.000000
029801;140;20.000000;20.000000
042360;140;1.000000;1.000000
048389;140;10.000000;10.000000
018074;140;.000000;.000000
008896;140;.000000;.000000
008634;140;.000000;.000000
015658;140;.000000;.000000
040602;140;5.000000;5.000000
021217;140;.000000;.000000
025739;140;9.000000;9.000000
009097;140;.000000;.000000
002388;140;.000000;.000000
003438;140;7.000000;7.000000
017436;140;.000000;.000000
027359;140;2.000000;2.000000
034579;140;4.000000;4.000000
048663;140;5.000000;5.000000
022924;140;2.000000;2.000000
005206;140;.000000;.000000
017877;140;.000000;.000000
048161;140;4.000000;4.000000
000425;140;.000000;.000000
020779;140;5.000000;5.000000
002274;140;.000000;.000000
020971;140;.000000;.000000
003485;140;-1.000000;-1.000000
038561;140;4.000000;4.000000
019619;140;31.000000;31.000000
041525;140;14.000000;14.000000
004688;140;.000000;.000000
017755;140;.000000;.000000
002188;140;3.000000;3.000000
011888;140;2.000000;2.000000
015194;140;.000000;.000000
020115;140;.000000;.000000
015843;140;.000000;.000000
037672;140;.000000;.000000
031880;140;2.000000;2.000000
027288;140;2.000000;2.000000
019706;140;10.000000;10.000000
019668;140;13.000000;13.000000
018061;140;.000000;.000000
008331;140;34.000000;34.000000
026198;140;.000000;.000000
000154;140;.000000;.000000
005500;140;2.000000;2.000000
015842;140;.000000;.000000
045085;140;4.000000;4.000000
046961;140;10.000000;10.000000
019641;140;32.000000;32.000000
002908;140;.000000;.000000
006682;140;3.000000;3.000000
026342;140;4.000000;4.000000
005251;140;.000000;.000000
021489;140;.000000;.000000
038508;140;.000000;.000000
028156;140;15.000000;15.000000
013353;140;3.000000;3.000000
019857;140;6.000000;6.000000
023280;140;.000000;.000000
008945;140;6.000000;6.000000
001049;140;5.000000;4.000000
028719;140;.000000;.000000
020993;140;5.000000;5.000000
031057;140;12.000000;12.000000
031472;140;6.000000;6.000000
042423;140;16.000000;16.000000
002487;140;.000000;.000000
048264;140;8.000000;8.000000
027254;140;3.000000;3.000000
004475;140;1.000000;1.000000
040645;140;1.000000;1.000000
013012;140;.000000;.000000
020285;140;1.000000;1.000000
022175;140;.000000;.000000
002455;140;.000000;.000000
003144;140;.000000;.000000
020329;140;.000000;.000000
042863;140;110.000000;110.000000
040343;140;2.000000;2.000000
028125;140;3.000000;3.000000
015005;140;.000000;.000000
001513;140;2.000000;2.000000
021691;140;1.000000;1.000000
026063;140;7.000000;7.000000
030788;140;2.000000;2.000000
045153;140;11.000000;11.000000
004181;140;6.000000;6.000000
022372;140;.000000;.000000
019540;140;5.000000;5.000000
042808;140;5.000000;5.000000
024852;140;-3.000000;-3.000000
004770;140;.000000;.000000
016247;140;.000000;.000000
007397;140;.000000;.000000
042852;140;21.000000;21.000000
046758;140;4.000000;4.000000
044869;140;7.000000;7.000000
049128;140;1.000000;1.000000
013465;140;.000000;.000000
002794;140;5.000000;5.000000
006588;140;.000000;.000000
002959;140;15.000000;15.000000
006976;140;5.000000;5.000000
042896;140;31.000000;31.000000
022478;140;1.000000;1.000000
048185;140;5.000000;5.000000
004150;140;-1.000000;-1.000000
026093;140;2.000000;2.000000
003403;140;2.000000;2.000000
025876;140;.000000;.000000
004943;140;.000000;.000000
021553;140;5.000000;5.000000
008774;140;15.000000;15.000000
015305;140;.000000;.000000
018353;140;.000000;.000000
036795;140;.000000;.000000
001124;140;.000000;.000000
006608;140;.000000;.000000
007036;140;.000000;.000000
005871;140;.000000;.000000
042743;140;.000000;.000000
045025;140;6.000000;6.000000
027321;140;9.000000;9.000000
022284;140;.000000;.000000
028845;140;11.000000;11.000000
006408;140;.000000;.000000
006953;140;.000000;.000000
008734;140;21.000000;21.000000
031283;140;3.000000;3.000000
030774;140;.000000;.000000
042645;140;11.000000;11.000000
046938;140;10.000000;10.000000
021606;140;.000000;.000000
027763;140;10.000000;10.000000
026168;140;.000000;.000000
026608;140;13.000000;13.000000
023010;140;.000000;.000000
020282;140;.000000;.000000
019290;140;3.000000;3.000000
005383;140;.000000;.000000
022192;140;12.000000;12.000000
028301;140;.000000;.000000
004765;140;.000000;.000000
018786;140;.000000;.000000
022452;140;10.000000;10.000000
003774;140;.000000;.000000
021201;140;.000000;.000000
021006;140;2.000000;2.000000
036846;140;.000000;.000000
027289;140;.000000;.000000
009587;140;9.000000;9.000000
017891;140;.000000;.000000
001960;140;10.000000;10.000000
004665;140;4.000000;4.000000
001437;140;.000000;.000000
008371;140;14.000000;12.000000
020441;140;1.000000;1.000000
013094;140;.000000;.000000
023084;140;.000000;.000000
006185;140;3.000000;3.000000
040637;140;4.000000;4.000000
048932;140;8.000000;8.000000
048971;140;61.200000;61.200000
018644;140;5.000000;5.000000
016244;140;.000000;.000000
006415;140;.000000;.000000
000719;140;7.000000;7.000000
018333;140;8.000000;8.000000
017703;140;.000000;.000000
026100;140;13.000000;13.000000
006991;140;1.000000;1.000000
004694;140;.000000;.000000
007928;140;.000000;.000000
002949;140;.000000;.000000
001322;140;.000000;.000000
025537;140;2.000000;2.000000
004649;140;.000000;.000000
005028;140;4.000000;4.000000
004430;140;15.000000;15.000000
020004;140;8.000000;8.000000
008512;140;.000000;.000000
003182;140;.000000;.000000
036834;140;6.000000;5.000000
042509;140;.000000;.000000
009696;140;3.000000;3.000000
027256;140;3.000000;3.000000
001996;140;.000000;.000000
019387;140;.000000;.000000
031364;140;5.000000;4.000000
027328;140;.000000;.000000
049314;140;.000000;.000000
048320;140;-1.000000;-1.000000
017993;140;.000000;.000000
022274;140;13.000000;13.000000
017559;140;.000000;.000000
000646;140;.000000;.000000
008547;140;.000000;.000000
042697;140;.000000;.000000
002628;140;6.000000;6.000000
004995;140;5.000000;5.000000
021344;140;49.000000;49.000000
016554;140;.000000;.000000
039842;140;.000000;.000000
019721;140;.000000;.000000
007756;140;.000000;.000000
003596;140;4.000000;4.000000
019415;140;5.000000;5.000000
016502;140;.000000;.000000
041079;140;.000000;.000000
003538;140;.000000;.000000
019652;140;7.000000;7.000000
008690;140;1.000000;1.000000
005044;140;.000000;.000000
028442;140;4.000000;4.000000
008194;140;.000000;.000000
003093;140;.000000;.000000
038436;140;.000000;.000000
034502;140;2.000000;2.000000
005711;140;.000000;.000000
021102;140;.000000;.000000
015292;140;6.000000;6.000000
001859;140;.000000;.000000
015881;140;-2.000000;-2.000000
000055;140;.000000;.000000
038581;140;110.000000;110.000000
042392;140;2.000000;1.000000
003875;140;5.000000;5.000000
007181;140;.000000;.000000
028907;140;.000000;.000000
006607;140;.000000;.000000
017792;140;.000000;.000000
045162;140;27.000000;27.000000
035286;140;.000000;.000000
041018;140;5.000000;5.000000
020007;140;51.000000;51.000000
022845;140;.000000;.000000
012672;140;14.000000;14.000000
040495;140;12.000000;12.000000
046971;140;10.000000;10.000000
047016;140;10.000000;10.000000
021710;140;7.000000;7.000000
013007;140;.000000;.000000
004274;140;.000000;.000000
016645;140;.000000;.000000
006815;140;.000000;.000000
005201;140;.000000;.000000
040450;140;2.000000;3.000000
047854;140;10.000000;10.000000
030780;140;.000000;.000000
019877;140;-1.000000;-1.000000
022423;140;3.000000;3.000000
048666;140;10.000000;10.000000
002814;140;24.840000;24.840000
004903;140;.000000;.000000
006961;140;.000000;.000000
005143;140;-1.000000;-1.000000
016405;140;.000000;.000000
004126;140;1.000000;1.000000
002811;140;31.140000;31.140000
022928;140;2.000000;2.000000
001395;140;3.000000;3.000000
028221;140;16.000000;16.000000
020000;140;-2.000000;-2.000000
007254;140;.000000;.000000
027787;140;.000000;.000000
021096;140;.000000;.000000
002354;140;.000000;.000000
015887;140;.000000;.000000
021291;140;5.000000;5.000000
040506;140;2.000000;2.000000
022886;140;2.000000;2.000000
026438;140;.000000;.000000
041055;140;.000000;.000000
048132;140;4.000000;4.000000
006001;140;.000000;.000000
005801;140;-3.000000;-3.000000
007998;140;23.000000;23.000000
025789;140;36.000000;36.000000
027150;140;2.000000;2.000000
000723;140;9.000000;8.000000
001406;140;.000000;.000000
002107;140;-1.000000;-1.000000
045703;140;11.000000;11.000000
020260;140;21.000000;21.000000
003519;140;.000000;.000000
026599;140;19.000000;19.000000
004622;140;.000000;.000000
008255;140;.000000;.000000
005675;140;7.000000;7.000000
017290;140;-6.000000;-6.000000
021017;140;.000000;.000000
022382;140;.000000;.000000
016329;140;.000000;.000000
001901;140;23.000000;23.000000
044738;140;2.000000;2.000000
026347;140;.000000;.000000
004595;140;5.000000;5.000000
008894;140;.000000;.000000
026067;140;13.000000;13.000000
003492;140;-1.000000;-1.000000
017023;140;5.000000;5.000000
000930;140;.000000;.000000
038364;140;145.000000;145.000000
007293;140;.000000;.000000
008641;140;1.000000;1.000000
006437;140;-1.000000;-1.000000
025806;140;11.000000;11.000000
008486;140;.000000;.000000
048315;140;7.000000;7.000000
008947;140;17.000000;17.000000
022111;140;.000000;.000000
021999;140;1.000000;1.000000
017700;140;.000000;.000000
018546;140;22.640000;22.640000
008155;140;-4.000000;-4.000000
020764;140;-2.000000;-2.000000
002933;140;4.000000;4.000000
031193;140;.000000;.000000
022224;140;8.000000;8.000000
042276;140;.000000;.000000
040635;140;5.000000;5.000000
047126;140;11.000000;11.000000
020245;140;20.000000;20.000000
017739;140;.000000;.000000
002065;140;11.000000;11.000000
005728;140;.000000;.000000
042928;140;.000000;.000000
048683;140;5.000000;5.000000
048181;140;6.000000;6.000000
028880;140;.000000;.000000
017680;140;.000000;.000000
005716;140;.000000;.000000
029346;140;.000000;.000000
008754;140;7.000000;7.000000
006904;140;.000000;.000000
020902;140;1.000000;1.000000
042655;140;5.000000;5.000000
000953;140;12.000000;12.000000
017404;140;-1.000000;-1.000000
015510;140;.000000;.000000
018714;140;17.000000;17.000000
007391;140;.000000;.000000
027398;140;17.000000;16.000000
006971;140;.000000;.000000
016598;140;.000000;.000000
016390;140;.000000;.000000
003915;140;.000000;.000000
015157;140;.000000;.000000
001745;140;.000000;.000000
028623;140;.000000;.000000
016578;140;.000000;.000000
016370;140;.000000;.000000
000116;140;.000000;.000000
029766;140;6.000000;6.000000
039049;140;.000000;.000000
021941;140;.000000;.000000
022199;140;10.000000;10.000000
020551;140;.000000;.000000
004176;140;.000000;.000000
007713;140;.000000;.000000
029658;140;42.400000;42.400000
002693;140;.000000;.000000
000229;140;78.000000;78.000000
022132;140;9.000000;9.000000
042502;140;86.000000;83.000000
008383;140;15.000000;15.000000
003724;140;.000000;.000000
018302;140;.000000;.000000
005117;140;.000000;.000000
025729;140;16.000000;16.000000
020490;140;1.000000;1.000000
025582;140;.000000;.000000
012151;140;.000000;.000000
006642;140;.000000;.000000
007010;140;.000000;.000000
016427;140;.000000;.000000
010198;140;7.000000;7.000000
006544;140;.000000;.000000
005615;140;6.000000;6.000000
026366;140;.000000;.000000
001242;140;.000000;.000000
003076;140;.000000;.000000
018525;140;.000000;.000000
016576;140;.000000;.000000
043355;140;9.000000;9.000000
004823;140;15.000000;15.000000
017835;140;.000000;.000000
027837;140;.000000;.000000
002248;140;8.000000;8.000000
026334;140;.000000;.000000
002088;140;.000000;.000000
027821;140;.000000;.000000
022245;140;.000000;.000000
005725;140;.000000;.000000
021508;140;11.000000;10.000000
020281;140;.000000;.000000
020086;140;1.000000;1.000000
005416;140;.000000;.000000
028469;140;5.000000;5.000000
015306;140;.000000;.000000
003531;140;.000000;.000000
006287;140;.000000;.000000
042404;140;13.000000;13.000000
026452;140;9.000000;9.000000
022271;140;10.000000;10.000000
031449;140;30.000000;30.000000
034460;140;2.000000;2.000000
040260;140;.000000;.000000
000499;140;.000000;.000000
019732;140;7.000000;7.000000
006679;140;4.000000;4.000000
003728;140;.000000;.000000
017031;140;.000000;.000000
000162;140;.000000;.000000
005883;140;.000000;.000000
020414;140;3.000000;2.000000
046820;140;5.000000;5.000000
040451;140;.000000;.000000
047822;140;4.000000;4.000000
022516;140;4.000000;4.000000
002605;140;4.000000;4.000000
006026;140;2.000000;2.000000
018034;140;.000000;.000000
015678;140;.000000;.000000
005456;140;.000000;.000000
019672;140;8.000000;6.000000
026563;140;-1.000000;-1.000000
040597;140;5.000000;5.000000
004192;140;.000000;.000000
017402;140;.000000;.000000
006566;140;.000000;.000000
027410;140;3.000000;3.000000
016937;140;.000000;.000000
016050;140;.000000;.000000
016434;140;.000000;.000000
002406;140;.000000;.000000
027438;140;38.000000;38.000000
004764;140;.000000;.000000
008592;140;6.000000;6.000000
025587;140;.000000;.000000
008108;140;.000000;.000000
020915;140;.000000;.000000
045292;140;4.000000;4.000000
003655;140;5.000000;5.000000
008041;140;.000000;.000000
023181;140;-1.000000;-1.000000
008513;140;.000000;.000000
021281;140;.000000;.000000
017257;140;.000000;.000000
027232;140;3.000000;3.000000
021530;140;.000000;.000000
001278;140;71.000000;70.000000
040513;140;1.000000;1.000000
046946;140;10.000000;10.000000
000019;140;.000000;.000000
021354;140;-9.000000;-9.000000
027187;140;5.000000;5.000000
023272;140;11.000000;11.000000
006839;140;.000000;.000000
004604;140;9.000000;9.000000
008235;140;11.000000;11.000000
022308;140;.000000;.000000
002595;140;.000000;.000000
047705;140;1.000000;1.000000
024917;140;.000000;.000000
039734;140;20.000000;20.000000
008614;140;.000000;.000000
025963;140;24.000000;24.000000
022071;140;1.000000;1.000000
000645;140;.000000;.000000
026097;140;5.000000;5.000000
019604;140;.000000;.000000
047162;140;2.000000;2.000000
047024;140;10.000000;10.000000
005701;140;.000000;.000000
000478;140;.000000;.000000
013313;140;2.000000;2.000000
026270;140;5.000000;5.000000
015250;140;8.000000;8.000000
007829;140;.000000;.000000
031002;140;.000000;.000000
027168;140;1.000000;1.000000
003650;140;12.000000;12.000000
004825;140;.000000;.000000
004780;140;40.000000;40.000000
026151;140;5.000000;5.000000
017027;140;.000000;.000000
041363;140;.000000;.000000
022905;140;2.000000;2.000000
045626;140;2.000000;2.000000
001986;140;.000000;.000000
005601;140;8.000000;8.000000
016721;140;3.000000;3.000000
018565;140;.000000;.000000
006866;140;.000000;.000000
034458;140;1.000000;1.000000
017270;140;.000000;.000000
041105;140;3.000000;3.000000
007247;140;.000000;.000000
028453;140;.000000;.000000
027692;140;5.000000;5.000000
017635;140;-4.000000;-4.000000
001100;140;.000000;.000000
030951;140;.000000;.000000
019957;140;1.000000;1.000000
045746;140;1.000000;1.000000
020052;140;.000000;.000000
006481;140;.000000;.000000
021334;140;33.000000;33.000000
026077;140;4.000000;4.000000
008227;140;20.000000;20.000000
015618;140;.000000;.000000
025872;140;.000000;.000000
016544;140;.000000;.000000
030923;140;.000000;.000000
003758;140;4.000000;4.000000
007273;140;.000000;.000000
018734;140;-1.000000;-1.000000
017618;140;.000000;.000000
030811;140;.000000;.000000
038459;140;81.000000;81.000000
007201;140;.000000;.000000
025527;140;3.000000;3.000000
020064;140;4.000000;4.000000
026635;140;2.000000;2.000000
007978;140;.000000;.000000
017501;140;.000000;.000000
005170;140;.000000;.000000
001878;140;.000000;.000000
025849;140;.000000;.000000
002598;140;.000000;.000000
021182;140;.000000;.000000
000516;140;.000000;.000000
005767;140;2.210000;2.210000
016905;140;.000000;.000000
016449;140;.000000;.000000
018047;140;.000000;.000000
046841;140;1.000000;1.000000
039772;140;7.000000;7.000000
000562;140;.000000;.000000
029821;140;3.000000;3.000000
025599;140;13.000000;13.000000
047174;140;2.000000;2.000000
027774;140;.000000;.000000
007250;140;.000000;.000000
018397;140;.000000;.000000
006947;140;.000000;.000000
006787;140;.000000;.000000
002360;140;.000000;.000000
021608;140;.000000;.000000
003689;140;.000000;.000000
027475;140;.000000;.000000
015423;140;4.000000;4.000000
001288;140;3.000000;3.000000
028474;140;13.000000;13.000000
030865;140;.000000;.000000
042707;140;3.000000;3.000000
004457;140;.000000;.000000
006048;140;.000000;.000000
022514;140;.000000;.000000
000509;140;.000000;.000000
014907;140;.000000;.000000
005763;140;.000000;.000000
006129;140;.000000;.000000
007127;140;.000000;.000000
000312;140;.000000;.000000
026624;140;.000000;.000000
017563;140;.000000;.000000
018443;140;.000000;.000000
002855;140;.000000;.000000
000063;140;.000000;.000000
027366;140;10.000000;10.000000
026437;140;.000000;.000000
002463;140;3.000000;3.000000
017450;140;.000000;.000000
048398;140;.000000;.000000
001200;140;.000000;.000000
022377;140;4.000000;4.000000
025756;140;7.000000;7.000000
021967;140;2.000000;2.000000
004927;140;.000000;.000000
034543;140;11.000000;11.000000
025818;140;1.000000;1.000000
026244;140;.000000;.000000
019835;140;.000000;.000000
006115;140;.000000;.000000
018452;140;.000000;.000000
021024;140;28.000000;28.000000
041129;140;9.000000;9.000000
042627;140;6.000000;6.000000
026479;140;.000000;.000000
043179;140;6.000000;6.000000
049126;140;5.000000;5.000000
006303;140;15.000000;14.000000
005091;140;.000000;.000000
001992;140;16.000000;16.000000
008679;140;5.000000;3.152000
028621;140;.000000;.000000
005233;140;.000000;.000000
031184;140;8.000000;8.000000
028877;140;2.000000;2.000000
027426;140;7.000000;7.000000
047008;140;10.000000;10.000000
000491;140;19.000000;19.000000
008715;140;.000000;.000000
003850;140;.000000;.000000
028162;140;23.000000;23.000000
023290;140;9.000000;9.000000
018495;140;.000000;.000000
006348;140;.000000;.000000
016467;140;.000000;.000000
046853;140;2.000000;2.000000
046991;140;.000000;.000000
008327;140;8.000000;8.000000
015374;140;1.000000;1.000000
005461;140;4.000000;4.000000
017734;140;6.000000;6.000000
003508;140;.000000;.000000
003364;140;.000000;.000000
002378;140;6.000000;6.000000
030850;140;.000000;.000000
036895;140;1.000000;1.000000
046886;140;6.000000;6.000000
020550;140;.000000;.000000
008002;140;1.000000;1.000000
016144;140;.000000;.000000
001888;140;.000000;.000000
007344;140;-7.000000;-7.000000
000866;140;5.000000;5.000000
015886;140;.000000;.000000
016561;140;.000000;.000000
042861;140;38.000000;38.000000
036842;140;2.000000;2.000000
040457;140;.000000;.000000
042322;140;.000000;.000000
043442;140;20.000000;20.000000
001978;140;.000000;.000000
017722;140;.000000;.000000
039602;140;44.000000;44.000000
003846;140;.000000;.000000
005276;140;.000000;.000000
016459;140;.000000;.000000
046851;140;1.000000;1.000000
045667;140;.000000;.000000
043368;140;3.000000;3.000000
019791;140;1.000000;1.000000
006052;140;7.000000;7.000000
003997;140;.000000;.000000
001457;140;.000000;.000000
019485;140;3.000000;3.000000
027235;140;4.000000;4.000000
004851;140;15.000000;15.000000
026141;140;5.000000;5.000000
003278;140;15.000000;15.000000
008921;140;-2.000000;-2.000000
008442;140;.000000;.000000
006972;140;.000000;.000000
027394;140;2.000000;2.000000
007027;140;.000000;.000000
034697;140;11.000000;11.000000
042416;140;3.000000;3.000000
026916;140;1.000000;1.000000
020711;140;.000000;.000000
026717;140;12.000000;12.000000
019142;140;.000000;.000000
025950;140;36.400000;36.400000
023275;140;8.000000;8.000000
003285;140;20.000000;20.000000
016591;140;3.700000;.910000
004393;140;.000000;.000000
020376;140;3.000000;3.000000
038586;140;12.000000;12.000000
003580;140;22.000000;22.000000
002527;140;13.000000;13.000000
018635;140;1.000000;.000000
003873;140;11.000000;11.000000
020096;140;1.000000;1.000000
020291;140;.000000;.000000
026070;140;10.000000;10.000000
017980;140;.000000;.000000
007965;140;21.000000;21.000000
046877;140;10.000000;10.000000
008926;140;22.000000;22.000000
047870;140;10.000000;10.000000
009606;140;17.000000;17.000000
018358;140;.000000;.000000
016064;140;39.000000;39.000000
017821;140;.000000;.000000
007972;140;.000000;.000000
001076;140;4.000000;4.000000
016269;140;.000000;.000000
031051;140;.000000;.000000
031238;140;6.000000;6.000000
036831;140;2.000000;2.000000
040640;140;4.000000;4.000000
045778;140;29.000000;29.000000
023036;140;6.000000;6.000000
019931;140;.000000;.000000
013655;140;.000000;.000000
020716;140;.000000;.000000
017708;140;.000000;.000000
020950;140;3.000000;3.000000
026442;140;.000000;.000000
047170;140;2.000000;2.000000
004442;140;.000000;.000000
020883;140;.000000;.000000
026128;140;18.000000;18.000000
029694;140;36.000000;36.000000
017858;140;.000000;.000000
008778;140;.000000;.000000
005594;140;31.000000;30.000000
010321;140;.000000;.000000
001378;140;.000000;.000000
022912;140;5.000000;5.000000
031272;140;5.000000;5.000000
022046;140;5.000000;5.000000
016698;140;.000000;.000000
000290;140;10.000000;10.000000
003408;140;.000000;.000000
028434;140;.000000;.000000
017462;140;.000000;.000000
