ar;ItemNo;SalesQty;SalesAmountExclVat;SalesAmountInclVat;BF
2024;048202;1.000000;135.200000;169.000000;46.280000
2024;006069;-1.000000;-5135.200000;-6419.000000;-1872.520000
2022;038406;3.000000;140.800000;176.000000;42.160000
2022;010070;66.000000;15860.000000;19825.000000;6037.460000
2022;003681;182.000000;20327.200000;25409.000000;5015.740000
2023;005073;17.000000;4157.600000;5197.000000;1269.980000
2022;020461;5.000000;132.000000;165.000000;10.650000
2020;007760;5.000000;66.000000;82.500000;18.110000
2023;004104;66.000000;6786.400000;8483.000000;2082.150000
2020;014742;147.000000;212248.000000;265310.000000;47510.560000
2021;000474;21.000000;228.000000;285.000000;37.290000
2024;037656;4.000000;412.800000;516.000000;219.440000
2020;020716;12.000000;15718.400000;19648.000000;3698.560000
2023;043146;35.000000;10580.800000;13226.000000;3153.430000
2021;022247;24.000000;40102.400000;50128.000000;4155.440000
2021;021581;225.000000;70199.200000;87749.000000;28619.200000
2020;019954;21.000000;3343.200000;4179.000000;442.700000
2022;007471;1.000000;55.200000;69.000000;28.230000
2024;008320;5.000000;276.000000;345.000000;94.900000
2022;008868;62.000000;6292.800000;7866.000000;3535.620000
2020;026682;16.000000;29239.200000;36549.000000;11232.960000
2023;028829;49.000000;1616.000000;2020.000000;666.380000
2023;040419;2.000000;638.400000;798.000000;188.670000
2023;028863;25.000000;2380.000000;2975.000000;750.950000
2021;022854;9.000000;1712.800000;2141.000000;-152.000000
2023;038348;4.000000;17960.800000;22451.000000;-2259.040000
2024;040422;9.000000;6598.400000;8248.000000;647.600000
2021;020781;66.000000;4634.400000;5793.000000;1367.400000
2021;005833;1.000000;320.000000;400.000000;89.280000
2024;031183;47.000000;22627.200000;28284.000000;2073.160000
2024;038584;-2.000000;-251.200000;-314.000000;-61.740000
2024;028832;.000000;.000000;.000000;.000000
2022;027136;146.000000;5879.710000;7349.637500;2688.390000
2024;022140;1.000000;151.200000;189.000000;56.980000
2021;024992;36.000000;547.200000;684.000000;224.640000
2024;002444;2.000000;27.200000;34.000000;-11.040000
2022;024880;111.000000;50223.180000;62778.975000;24438.620000
2023;023277;10.000000;304.800000;381.000000;133.800000
2022;020348;59.000000;172632.600000;215790.750000;4596.840000
2020;028405;11.000000;1472.000000;1840.000000;528.200000
2024;022129;1.000000;159.200000;199.000000;60.490000
2020;017809;74.000000;51516.800000;64396.000000;7294.720000
2022;015541;342.000000;159363.160000;199203.950000;16445.570000
2021;008915;111.000000;10822.900000;13528.625000;8410.420000
2021;018663;19.000000;11145.600000;13932.000000;4357.280000
2021;021474;11.000000;226.400000;283.000000;-167.840000
2021;003253;124.000000;4842.400000;6053.000000;2473.080000
2022;020345;36.000000;151908.080000;189885.100000;34536.560000
2023;040655;4.000000;14793.600000;18492.000000;2670.840000
2022;000341;13.000000;1557.600000;1947.000000;464.330000
2021;004005;58.000000;14659.200000;18324.000000;5769.160000
2020;003159;279.260000;50013.780000;62517.225000;11440.910000
2020;018591;28.000000;1545.600000;1932.000000;448.000000
2021;002742;16.000000;1812.500000;2265.625000;561.460000
2021;019653;42.000000;2654.400000;3318.000000;1771.140000
2020;025864;18.000000;3345.600000;4182.000000;462.720000
2023;000363;2.000000;56.000000;70.000000;26.480000
2023;038501;27.000000;4760.800000;5951.000000;696.130000
2022;022928;5.000000;2163.200000;2704.000000;665.640000
2020;028227;16.000000;243.200000;304.000000;171.520000
2021;031471;72.000000;8819.200000;11024.000000;2679.760000
2023;002601;11.000000;633.600000;792.000000;392.280000
2022;019838;75.000000;8200.410000;10250.512500;2265.380000
2020;015401;9.000000;1003.200000;1254.000000;212.500000
2024;008388;38.000000;2680.700000;3350.875000;769.020000
2023;040501;6.000000;1291.200000;1614.000000;429.360000
2021;008999;1.000000;151.200000;189.000000;48.670000
2022;026055;41.000000;7759.200000;9699.000000;-1479.330000
2020;016063;24.000000;1144.800000;1431.000000;484.800000
2022;034725;14.000000;3308.800000;4136.000000;1025.220000
2024;045568;1.000000;1799.200000;2249.000000;23.240000
2020;020926;8.000000;198.400000;248.000000;75.200000
2021;027809;1.000000;639.200000;799.000000;158.500000
2021;026461;18.000000;369.600000;462.000000;151.440000
2022;025919;187.000000;74563.200000;93204.000000;20443.520000
2022;020943;6.000000;593.600000;742.000000;76.160000
2021;024395;9.000000;10633.600000;13292.000000;3287.520000
2024;030862;2.000000;238.400000;298.000000;105.480000
2021;001026;585.000000;13469.800000;16837.250000;10076.720000
2023;028153;17.000000;484.000000;605.000000;303.040000
2022;022050;38.000000;5574.400000;6968.000000;1146.600000
2024;018383;1.000000;63.200000;79.000000;19.120000
2022;026115;27.000000;1426.400000;1783.000000;550.880000
2021;003296;190.000000;29996.180000;37495.225000;10416.180000
2023;025988;187.200000;61706.880000;77133.600000;14034.680000
2024;008948;-1.000000;-79.200000;-99.000000;-10.780000
2020;006425;27.000000;4082.400000;5103.000000;1874.210000
2020;019749;36.000000;5696.800000;7121.000000;877.010000
2022;027158;60.000000;10799.490000;13499.362500;3249.810000
2024;003863;32.000000;9367.160000;11708.950000;2220.620000
2024;002172;2.000000;526.400000;658.000000;82.740000
2022;023004;43.000000;5306.400000;6633.000000;1269.010000
2021;018408;494.138000;34271.300000;42839.125000;-10211.010000
2024;034667;1.000000;79.200000;99.000000;30.000000
2021;015554;100.000000;3877.600000;4847.000000;2454.630000
2024;042723;19.000000;975.200000;1219.000000;211.910000
2022;020985;109.000000;4257.600000;5322.000000;987.040000
2022;030813;25.000000;1783.200000;2229.000000;48.000000
2020;026244;10.000000;380.000000;475.000000;189.600000
2022;029657;458.064700;28019.310000;35024.137500;1249.930000
2023;039182;26.000000;1019.200000;1274.000000;446.160000
2023;016989;48.000000;21348.800000;26686.000000;3919.500000
2022;002878;23.620000;29116.570000;36395.712500;13503.970000
2024;026660;1.000000;4391.200000;5489.000000;700.080000
2024;027247;1.000000;2297.600000;2872.000000;358.460000
2020;001684;181.000000;5504.560000;6880.700000;3603.540000
2024;006655;21.600000;1710.720000;2138.400000;-989.280000
2021;020704;1.000000;1199.200000;1499.000000;652.500000
2020;007444;7.000000;106.400000;133.000000;58.330000
2021;008322;75.000000;3060.000000;3825.000000;726.000000
2023;004535;80.000000;4392.800000;5491.000000;215.900000
2020;021940;5.000000;604.800000;756.000000;175.800000
2022;020055;1.000000;14.400000;18.000000;8.900000
2024;031220;2.000000;78.400000;98.000000;29.380000
2020;009581;478.000000;59803.800000;74754.750000;9025.160000
2023;019617;12.000000;1014.400000;1268.000000;152.560000
2020;007076;235.000000;4154.780000;5193.475000;2079.830000
2020;003072;40.000000;1729.600000;2162.000000;318.400000
2023;019698;3.000000;261.600000;327.000000;69.890000
2020;029588;54.000000;63715.200000;79644.000000;20532.480000
2023;019676;27.000000;1922.400000;2403.000000;574.110000
2024;043147;5.000000;1596.000000;1995.000000;524.750000
2022;024858;89.000000;29202.400000;36503.000000;8983.360000
2023;048133;5.000000;1316.000000;1645.000000;415.400000
2022;039228;10.000000;5344.000000;6680.000000;1411.600000
2021;005627;5.000000;212.000000;265.000000;212.000000
2022;006982;12.000000;33333.600000;41667.000000;8111.600000
2022;004483;86.000000;17613.600000;22017.000000;2811.720000
2022;034472;1.000000;1007.200000;1259.000000;36.200000
2023;020969;44.000000;2309.600000;2887.000000;773.760000
2023;027491;12.000000;2230.400000;2788.000000;332.300000
2020;022510;11.000000;1510.400000;1888.000000;494.000000
2024;029791;3.000000;117.600000;147.000000;78.960000
2022;002723;15.000000;467.200000;584.000000;273.700000
2022;042684;1.000000;55.200000;69.000000;23.900000
2024;000477;1.000000;12.000000;15.000000;-4.600000
2021;002616;1.000000;127.200000;159.000000;41.590000
2020;008126;362.000000;8689.390000;10861.737500;5794.970000
2024;042377;2.000000;1006.400000;1258.000000;328.960000
2022;042637;1.000000;39.200000;49.000000;18.100000
2021;020768;30.000000;868.400000;1085.500000;492.420000
2020;022203;110.000000;7126.800000;8908.500000;3440.290000
2024;001310;3.000000;717.600000;897.000000;265.350000
2022;004129;347.000000;21215.660000;26519.575000;7964.200000
2022;003753;9.000000;1432.800000;1791.000000;1432.800000
2023;027137;31.000000;1405.600000;1757.000000;615.640000
2020;017897;1.000000;120.400000;150.500000;-159.000000
2022;047928;414.720000;126956.950000;158696.187500;34238.050000
2022;019773;7.000000;1882.400000;2353.000000;561.260000
2023;003494;9.000000;11753.600000;14692.000000;4424.720000
2023;005645;67.000000;5689.600000;7112.000000;2476.400000
2023;003638;8.000000;195.200000;244.000000;74.640000
2021;022294;7.000000;371.200000;464.000000;188.640000
2021;002131;86.000000;4019.200000;5024.000000;1192.380000
2022;008664;29.000000;44579.200000;55724.000000;7555.360000
2021;028251;97.000000;5076.800000;6346.000000;2712.480000
2021;027632;1.000000;799.200000;999.000000;109.050000
2021;005514;90.000000;15502.400000;19378.000000;5925.280000
2024;026659;1.000000;3760.000000;4700.000000;893.640000
2020;008831;83.000000;4552.800000;5691.000000;1990.450000
2020;019851;52.000000;9799.200000;12249.000000;4253.960000
2022;034411;5.000000;7196.000000;8995.000000;862.440000
2020;008181;17.000000;284.000000;355.000000;209.200000
2021;001405;184.000000;36728.970000;45911.212500;19856.260000
2022;028485;2.000000;2958.400000;3698.000000;970.240000
2022;010515;13.000000;1469.600000;1837.000000;290.720000
2022;028784;2.000000;5038.400000;6298.000000;686.080000
2022;020736;22.000000;2270.400000;2838.000000;1030.900000
2020;001513;2.000000;37.290000;46.612500;13.090000
2020;001549;2.000000;46.400000;58.000000;22.760000
2020;004481;252.000000;77093.770000;96367.212500;25964.290000
2020;015466;18.000000;12566.560000;15708.200000;2804.260000
2022;016556;168.000000;27665.200000;34581.500000;7855.280000
2023;020235;1.000000;103.200000;129.000000;59.750000
2024;021469;1.000000;599.200000;749.000000;349.800000
2022;041501;21.000000;1599.360000;1999.200000;-555.240000
2023;040526;5.000000;1052.000000;1315.000000;277.940000
2020;003499;50.000000;100038.560000;125048.200000;46228.160000
2020;017000;2.000000;975.200000;1219.000000;-427.040000
2022;008137;18.000000;1857.600000;2322.000000;531.000000
2022;002720;34.000000;513.570000;641.962500;167.990000
2020;028480;14.000000;7109.600000;8887.000000;1842.800000
2021;027086;26.000000;8283.040000;10353.800000;568.580000
2022;005559;70.000000;9173.500000;11466.875000;3131.140000
2021;008141;3.000000;141.600000;177.000000;59.100000
2024;001094;2.000000;62.400000;78.000000;36.380000
2020;006014;49.000000;2498.400000;3123.000000;1199.290000
2021;036892;1.000000;63.200000;79.000000;22.880000
2020;026216;4.000000;2012.800000;2516.000000;678.740000
2021;024916;8.000000;2311.200000;2889.000000;785.500000
2021;034022;14.000000;1525.600000;1907.000000;537.760000
2022;034738;14.000000;2020.800000;2526.000000;1152.000000
2023;031227;16.000000;1651.200000;2064.000000;532.200000
2023;040701;42.000000;75589.880000;94487.350000;4631.720000
2020;016554;224.000000;20915.000000;26143.750000;9802.360000
2023;021978;15.000000;299.200000;374.000000;94.000000
2023;026584;31.000000;476.320000;595.400000;138.110000
2024;008382;10.000000;520.000000;650.000000;77.300000
2020;026675;6.000000;19168.000000;23960.000000;5439.040000
2022;020484;7.000000;124.000000;155.000000;39.440000
2020;002692;21.000000;2503.200000;3129.000000;1010.040000
2022;019259;18.000000;2499.200000;3124.000000;628.040000
2023;046926;1.000000;103.200000;129.000000;46.140000
2023;024953;6.000000;6115.200000;7644.000000;1445.130000
2023;034402;32.000000;10488.000000;13110.000000;-524.480000
2024;021303;2.000000;894.400000;1118.000000;230.880000
2020;004988;51.000000;14397.620000;17997.025000;7168.080000
2023;047701;2.000000;6238.400000;7798.000000;1238.800000
2021;001029;29.000000;1600.800000;2001.000000;752.260000
2024;004803;6.000000;804.800000;1006.000000;185.360000
2021;006764;47.000000;1157.600000;1447.000000;757.760000
2023;027343;12.000000;367.200000;459.000000;139.570000
2020;011465;7.000000;5732.000000;7165.000000;1623.840000
2022;027335;48.000000;18408.800000;23011.000000;1916.110000
2023;003400;27.000000;3404.000000;4255.000000;2133.800000
2023;021346;88.000000;10703.920000;13379.900000;2323.360000
2021;019504;1.000000;144.570000;180.712500;43.370000
2022;027447;14.000000;1404.800000;1756.000000;517.790000
2024;025940;2.840000;770.200000;962.750000;226.280000
2021;000560;8.000000;185.600000;232.000000;74.240000
2020;025944;69.600000;15083.620000;18854.525000;3599.620000
2024;015870;12.000000;1814.400000;2268.000000;174.140000
2021;024994;2.000000;94.400000;118.000000;40.640000
2020;020510;3.000000;69.600000;87.000000;37.680000
2023;042627;40.000000;5664.000000;7080.000000;1186.860000
2022;039775;41.000000;1928.800000;2411.000000;894.150000
2023;003686;635.000000;49210.240000;61512.800000;4807.620000
2022;010051;43.000000;79592.000000;99490.000000;20889.320000
2020;022045;16.000000;1054.400000;1318.000000;427.200000
2021;022440;8.000000;14201.600000;17752.000000;-3969.280000
2024;002552;1.000000;42.400000;53.000000;-3.560000
2021;028299;7.000000;15955.200000;19944.000000;5736.320000
2021;008255;15.000000;1180.800000;1476.000000;624.150000
2023;023281;2.000000;59.200000;74.000000;25.000000
2021;028921;175.000000;10980.000000;13725.000000;4914.820000
2022;021019;119.000000;8208.220000;10260.275000;3292.300000
2020;006759;449.000000;48501.600000;60627.000000;29646.400000
2021;018587;3.000000;969.600000;1212.000000;-169.440000
2023;006090;112.000000;15592.800000;19491.000000;6220.730000
2021;013312;8.000000;2425.600000;3032.000000;1442.380000
2022;034675;102.000000;1548.800000;1936.000000;476.840000
2023;020964;11.000000;1223.200000;1529.000000;618.840000
2022;026290;5.000000;516.000000;645.000000;229.380000
2022;008866;759.000000;59866.260000;74832.825000;26245.920000
2023;003301;27.000000;1602.000000;2002.500000;772.570000
2024;001683;6.000000;180.000000;225.000000;97.320000
2021;000532;200.000000;14592.000000;18240.000000;-250.130000
2021;027452;9.000000;2944.800000;3681.000000;454.510000
2022;048970;300.600000;87037.930000;108797.412500;27206.480000
2024;042420;10.000000;4312.000000;5390.000000;-248.000000
2023;027216;20.000000;2963.200000;3704.000000;1097.200000
2021;003869;11.000000;9954.400000;12443.000000;3364.300000
2022;015455;5.000000;908.000000;1135.000000;295.630000
2023;001462;33.000000;2352.200000;2940.250000;709.960000
2020;003439;23.000000;24093.960000;30117.450000;6400.200000
2020;021893;3.000000;477.600000;597.000000;315.900000
2024;046856;2.000000;3518.400000;4398.000000;1105.600000
2024;003460;4.000000;764.800000;956.000000;-469.440000
2024;028944;2.000000;1182.400000;1478.000000;443.680000
2021;001119;198.000000;6108.140000;7635.175000;3810.000000
2022;015412;40.000000;3367.200000;4209.000000;1421.560000
2020;015526;9.000000;1236.800000;1546.000000;-280.930000
2023;040519;2.000000;340.000000;425.000000;25.360000
2023;034802;5.000000;5847.520000;7309.400000;2155.970000
2022;021921;4.000000;365.200000;456.500000;-22.000000
2023;026549;11.000000;1020.800000;1276.000000;113.300000
2022;040254;21.000000;39102.400000;48878.000000;14099.430000
2023;039124;4.000000;2037.600000;2547.000000;-62.280000
2021;009603;24.000000;2017.600000;2522.000000;1085.900000
2022;021729;2.000000;958.400000;1198.000000;309.580000
2023;022838;89.000000;12032.800000;15041.000000;4989.280000
2024;034028;4.000000;532.800000;666.000000;170.880000
2020;004799;300.000000;29415.490000;36769.362500;12282.370000
2023;001835;18.000000;705.600000;882.000000;462.560000
2021;006597;-1.000000;-791.200000;-989.000000;-324.160000
2020;021747;15.000000;5736.670000;7170.837500;2618.170000
2022;002530;26.000000;5739.200000;7174.000000;1820.950000
2020;004138;3.000000;317.600000;397.000000;183.180000
2020;022859;40.000000;21889.200000;27361.500000;6648.240000
2021;026099;21.000000;1495.200000;1869.000000;597.450000
2023;002376;21.000000;2316.000000;2895.000000;635.160000
2024;020388;1.000000;1599.200000;1999.000000;325.520000
2021;022869;274.000000;64672.000000;80840.000000;28229.620000
2022;029591;15.000000;88619.200000;110774.000000;19666.400000
2022;025679;42.000000;3353.600000;4192.000000;944.060000
2021;008249;27.000000;3576.000000;4470.000000;2250.840000
2020;020961;36.000000;2564.800000;3206.000000;1422.400000
2020;020769;41.000000;1911.200000;2389.000000;1072.020000
2022;015699;34.000000;16277.600000;20347.000000;7567.800000
2020;003112;8.000000;1625.600000;2032.000000;364.480000
2020;020526;7.000000;162.400000;203.000000;87.910000
2022;021181;9.000000;11035.200000;13794.000000;1541.640000
2022;013015;19.000000;4816.000000;6020.000000;2857.410000
2022;002044;567.476000;207389.410000;259236.762500;42126.680000
2023;000634;134.000000;1372.480000;1715.600000;445.680000
2021;039131;1.000000;50.400000;63.000000;17.620000
2023;019622;86.000000;21538.400000;26923.000000;9286.370000
2022;006249;35.000000;9172.000000;11465.000000;2541.120000
2020;000530;45.000000;1598.400000;1998.000000;343.910000
2024;040449;1.000000;800.000000;1000.000000;-205.480000
2021;021522;470.000000;33355.200000;41694.000000;11758.060000
2022;027759;1.000000;2764.000000;3455.000000;-1142.560000
2022;021567;62.000000;942.400000;1178.000000;443.700000
2022;019847;14.000000;308.800000;386.000000;94.950000
2022;039776;35.000000;1058.400000;1323.000000;357.600000
2023;020561;50.000000;92158.400000;115198.000000;16327.850000
2021;005832;38.000000;15543.200000;19429.000000;4894.240000
2023;040608;5.000000;356.000000;445.000000;145.660000
2024;008914;2.000000;3024.600000;3780.750000;361.240000
2023;002614;49.000000;22737.200000;28421.500000;1931.370000
2020;004010;144.000000;39511.200000;49389.000000;17493.600000
2023;031217;32.000000;1984.000000;2480.000000;710.000000
2024;042945;3.000000;1437.600000;1797.000000;536.280000
2020;025782;12.000000;2004.000000;2505.000000;789.920000
2021;026673;8.000000;21047.200000;26309.000000;8341.920000
2020;006275;122.000000;37287.840000;46609.800000;16693.670000
2021;006624;1163.341000;140583.180000;175728.975000;-17055.740000
2024;048844;3.000000;330.400000;413.000000;96.190000
2022;042365;10.000000;6811.200000;8514.000000;1765.200000
2022;040611;20.000000;744.000000;930.000000;299.400000
2023;008218;4.000000;1008.000000;1260.000000;198.990000
2020;021586;12.000000;1430.400000;1788.000000;400.800000
2023;004434;2.000000;670.400000;838.000000;113.700000
2020;021316;60.000000;856.000000;1070.000000;318.400000
2020;019849;6.000000;235.200000;294.000000;108.920000
2024;019724;.000000;.000000;.000000;.000000
2024;034761;4.000000;1116.800000;1396.000000;712.240000
2020;020973;12.000000;566.400000;708.000000;297.600000
2021;016579;18.000000;22074.400000;27593.000000;4756.960000
2024;006090;14.000000;1888.000000;2360.000000;716.530000
2022;025096;4.000000;9335.200000;11669.000000;1298.720000
2021;019585;10.000000;5209.940000;6512.425000;1953.940000
2022;038535;10.000000;512.800000;641.000000;172.100000
2022;003622;6.000000;8349.600000;10437.000000;556.800000
2022;000317;14.000000;660.800000;826.000000;155.000000
2020;005445;24.000000;15261.600000;19077.000000;2695.200000
2020;020045;800.000000;12749.570000;15936.962500;8062.570000
2023;001512;11.000000;220.000000;275.000000;77.350000
2022;030773;19.000000;1648.000000;2060.000000;605.010000
2021;016570;92.000000;86681.600000;108352.000000;31295.360000
2021;014044;7.000000;554.400000;693.000000;277.200000
2022;027648;13.000000;8616.160000;10770.200000;158.040000
2021;002590;54.000000;34473.400000;43091.750000;3186.540000
2020;028627;1.000000;960.000000;1200.000000;281.280000
2022;018543;40.000000;2974.000000;3717.500000;1665.880000
2020;000571;11.000000;1636.000000;2045.000000;410.710000
2020;003490;27.000000;63469.600000;79337.000000;27407.840000
2023;030831;7.000000;2570.400000;3213.000000;143.780000
2021;025454;10.000000;4792.000000;5990.000000;743.900000
2022;025794;147.450000;34787.440000;43484.300000;12392.730000
2024;001800;10.000000;312.000000;390.000000;179.600000
2024;004627;1.000000;159.200000;199.000000;47.570000
2023;048309;29.000000;1103.870000;1379.837500;445.860000
2022;021512;4.000000;316.800000;396.000000;93.280000
2021;021297;169.000000;86402.400000;108003.000000;42017.920000
2022;001098;4.000000;924.800000;1156.000000;401.510000
2021;018577;1.000000;527.200000;659.000000;52.320000
2020;001987;1333.474800;348820.610000;436025.762500;26804.450000
2023;045148;24.000000;1684.320000;2105.400000;568.080000
2021;026042;112.660000;165138.750000;206423.437500;71135.290000
2022;023185;5.000000;1996.000000;2495.000000;500.560000
2023;019760;20.000000;2876.000000;3595.000000;1261.700000
2022;008216;462.000000;17910.130000;22387.662500;10146.820000
2022;039743;5.000000;116.000000;145.000000;36.760000
2024;042452;-.360000;-103.390000;-129.237500;-26.130000
2023;043474;38.000000;4494.400000;5618.000000;1007.140000
2024;034683;5.000000;660.000000;825.000000;343.090000
2021;002505;54.000000;3085.600000;3857.000000;1544.320000
2023;029708;540.000000;4104.200000;5130.250000;2175.860000
2021;015440;169.000000;52480.560000;65600.700000;15621.310000
2022;038574;3.000000;254.400000;318.000000;122.160000
2020;015215;73.000000;6854.400000;8568.000000;2058.380000
2023;026112;16.000000;883.200000;1104.000000;441.340000
2022;017562;1.000000;199.200000;249.000000;53.850000
2022;022886;4.000000;1276.800000;1596.000000;1167.280000
2024;023195;6.000000;1723.200000;2154.000000;864.360000
2023;027717;14.000000;3572.800000;4466.000000;1052.100000
2024;003831;2.000000;286.400000;358.000000;53.840000
2022;009094;22.000000;22893.600000;28617.000000;2390.860000
2022;018552;125.550000;33533.450000;41916.812500;9742.930000
2024;004240;4.000000;604.800000;756.000000;163.400000
2023;026046;169.000000;20508.000000;25635.000000;2229.600000
2023;018527;25.000000;789.600000;987.000000;238.600000
2021;002619;10.000000;232.000000;290.000000;108.100000
2020;006618;122.220000;26613.670000;33267.087500;5042.060000
2023;038425;7.000000;1394.400000;1743.000000;241.360000
2021;026014;283.650000;105992.380000;132490.475000;43699.020000
2023;006612;35.890000;8584.870000;10731.087500;1021.400000
2020;016729;20.216000;1781.200000;2226.500000;-482.990000
2021;006323;82.000000;3508.170000;4385.212500;1681.290000
2021;006614;702.440000;155040.130000;193800.162500;54153.020000
2022;018046;3.000000;1326.400000;1658.000000;65.800000
2020;003376;80.000000;140674.280000;175842.850000;55173.480000
2020;008449;1.000000;119.200000;149.000000;36.090000
2023;002503;35.000000;1401.940000;1752.425000;393.240000
2021;027762;20.000000;21188.000000;26485.000000;-6229.600000
2020;022931;162.000000;24324.120000;30405.150000;9160.360000
2022;000408;9.000000;216.800000;271.000000;83.960000
2021;015493;54.000000;8627.200000;10784.000000;2379.720000
2021;034790;18.000000;12468.000000;15585.000000;4634.400000
2022;022182;1.000000;135.200000;169.000000;57.350000
2022;003678;253.000000;21515.240000;26894.050000;2769.220000
2023;000279;70.000000;1617.600000;2022.000000;260.400000
2021;022076;17.000000;19506.400000;24383.000000;276.000000
2022;025958;50.000000;2163.200000;2704.000000;962.000000
2023;045802;20.000000;7228.800000;9036.000000;1246.010000
2021;007022;11.000000;1751.200000;2189.000000;1278.560000
2021;000470;9.000000;1184.800000;1481.000000;331.970000
2022;002980;11.000000;1329.600000;1662.000000;-232.920000
2020;000647;3.000000;477.600000;597.000000;252.360000
2023;026548;2.000000;186.320000;232.900000;21.320000
2024;006046;7.000000;2913.380000;3641.725000;1516.880000
2020;008253;9.000000;712.800000;891.000000;158.090000
2020;015454;15.000000;14427.200000;18034.000000;2639.870000
2021;003543;2.000000;111.200000;139.000000;36.840000
2023;028885;45.000000;34328.000000;42910.000000;16956.130000
2023;038995;1085.000000;19573.050000;24466.312500;9145.290000
2022;008591;13.000000;6949.600000;8687.000000;1566.680000
2022;008839;576.000000;13204.890000;16506.112500;7886.330000
2020;004449;131.000000;122941.320000;153676.650000;21530.420000
2020;022288;23.000000;708.800000;886.000000;305.600000
2023;000698;22.000000;5120.430000;6400.537500;2508.150000
2022;028105;51.000000;5782.400000;7228.000000;2381.030000
2021;004424;384.000000;72291.460000;90364.325000;36049.540000
2024;023250;7.000000;330.400000;413.000000;119.280000
2022;030976;4.000000;796.800000;996.000000;382.800000
2023;025737;33.000000;2877.600000;3597.000000;1113.110000
2023;025936;206.200000;44343.790000;55429.737500;9768.610000
2020;018720;-1.000000;-2463.200000;-3079.000000;-1459.680000
2020;027780;56.000000;43628.000000;54535.000000;9748.000000
2021;008697;654.000000;350738.010000;438422.512500;43821.050000
2020;000498;53.000000;1229.600000;1537.000000;665.650000
2022;000868;85.000000;23350.400000;29188.000000;11540.040000
2024;039867;6.000000;11595.200000;14494.000000;-5317.600000
2022;021887;7.000000;2282.400000;2853.000000;1340.220000
2022;006758;164.000000;26069.600000;32587.000000;14316.800000
2020;021552;43.000000;997.600000;1247.000000;609.300000
2020;020437;63.000000;106201.480000;132751.850000;41832.840000
2023;041051;16.000000;5801.600000;7252.000000;1771.480000
2021;008713;59.000000;41365.600000;51707.000000;13183.040000
2022;026127;95.000000;4080.000000;5100.000000;1643.250000
2020;020289;5.000000;3956.800000;4946.000000;1486.080000
2023;020224;29.000000;7632.800000;9541.000000;3456.800000
2020;027756;24.000000;120065.600000;150082.000000;-6986.050000
2023;003462;6.000000;1738.600000;2173.250000;242.200000
2023;003982;28.000000;11292.800000;14116.000000;5917.340000
2023;018525;89.000000;1365.920000;1707.400000;269.440000
2022;031489;12.000000;21257.600000;26572.000000;2218.160000
2022;001099;45.000000;2030.630000;2538.287500;818.630000
2022;000424;12.000000;220.800000;276.000000;12.960000
2021;018323;2.000000;126.400000;158.000000;48.000000
2020;008240;219.000000;13673.610000;17092.012500;7570.540000
2021;020982;64.000000;1604.000000;2005.000000;237.600000
2023;002946;6.000000;848.000000;1060.000000;-99.520000
2023;045144;7.000000;1325.760000;1657.200000;257.620000
2021;004451;23.000000;20102.400000;25128.000000;-6907.880000
2024;046870;1.000000;55.200000;69.000000;27.990000
2024;028936;3.000000;3645.600000;4557.000000;797.610000
2020;025685;208.000000;16464.740000;20580.925000;6397.540000
2022;027613;2.000000;686.400000;858.000000;202.130000
2020;019392;26.000000;4360.160000;5450.200000;1654.500000
2022;006149;6.000000;379.200000;474.000000;187.800000
2023;038465;20.000000;2048.800000;2561.000000;340.080000
2023;020489;2.000000;36.800000;46.000000;1.900000
2020;004991;146.000000;4495.760000;5619.700000;2238.660000
2023;020507;16.000000;366.400000;458.000000;127.440000
2020;003272;58.000000;4058.400000;5073.000000;1640.380000
2021;015380;38.000000;12079.200000;15099.000000;2810.680000
2020;023269;23.000000;529.600000;662.000000;170.340000
2021;031486;72.000000;7361.600000;9202.000000;2757.200000
2024;039770;5.000000;236.000000;295.000000;54.890000
2020;008870;6.000000;6139.200000;7674.000000;403.800000
2024;045784;3.000000;820.800000;1026.000000;432.290000
2023;027219;25.000000;7529.550000;9411.937500;2342.550000
2023;006061;133.000000;74621.600000;93277.000000;29742.080000
2023;038470;165.000000;12813.600000;16017.000000;4688.340000
2023;008281;35.000000;1364.800000;1706.000000;761.380000
2023;000306;69.000000;956.000000;1195.000000;178.800000
2023;003690;95.000000;58336.800000;72921.000000;6381.300000
2023;020303;14.000000;4148.800000;5186.000000;150.400000
2020;026053;511.000000;141067.870000;176334.837500;31407.270000
2024;034769;2.000000;366.400000;458.000000;170.920000
2021;018656;1.000000;319.200000;399.000000;86.360000
2020;000656;18.000000;4282.400000;5353.000000;940.800000
2022;034013;94.000000;5685.660000;7107.075000;2698.340000
2021;022423;78.000000;402346.400000;502933.000000;-37309.090000
2021;003680;1643.000000;92113.600000;115142.000000;-5116.500000
2020;006113;21.000000;2783.200000;3479.000000;1453.890000
2024;025881;1.000000;1599.200000;1999.000000;255.920000
2024;020724;4.000000;380.800000;476.000000;122.240000
2023;027816;4.000000;3148.800000;3936.000000;358.080000
2023;048932;2.000000;311.200000;389.000000;113.720000
2022;020952;25.000000;572.000000;715.000000;166.880000
2021;003818;285.000000;14586.400000;18233.000000;2820.250000
2023;015292;168.000000;10497.600000;13122.000000;4011.210000
2023;018367;64.000000;16300.670000;20375.837500;6608.870000
2021;015431;8.000000;2994.400000;3743.000000;951.130000
2022;027372;7.000000;299.200000;374.000000;102.990000
