Month;Year;ItemNo;SalesQty
01;2020;000584;1.000000
01;2020;000590;1.000000
01;2020;000591;1.000000
01;2020;000621;2.000000
01;2020;000638;18.000000
01;2020;000676;114.000000
01;2020;000686;17.000000
01;2020;000783;8.000000
01;2020;000784;6.000000
01;2020;000788;3.000000
01;2020;000793;11.000000
01;2020;000690;106.000000
01;2020;000715;2.000000
01;2020;000712;5.000000
01;2020;000782;6.000000
01;2020;000723;4.000000
01;2020;000729;4.000000
01;2020;000717;6.000000
01;2020;000720;1.000000
01;2020;000805;20.000000
01;2020;000806;4.000000
01;2020;000808;15.000000
01;2020;000809;25.000000
01;2020;000794;61.000000
01;2020;000795;29.000000
01;2020;000796;1.000000
01;2020;000871;1.000000
01;2020;000721;3.000000
01;2020;000724;13.000000
01;2020;000807;43.000000
01;2020;000863;2.000000
01;2020;000875;31.000000
01;2020;000876;1.000000
01;2020;000877;2.000000
01;2020;000878;16.000000
01;2020;000887;5.000000
01;2020;000955;1.000000
01;2020;000861;6.000000
01;2020;000868;3.000000
01;2020;000874;2.000000
01;2020;001024;124.000000
01;2020;000787;2.000000
01;2020;000792;16.000000
01;2020;001013;2.000000
01;2020;001014;2.000000
01;2020;000956;1.000000
01;2020;000993;189.000000
01;2020;001026;53.000000
01;2020;001034;35.000000
01;2020;000800;8.000000
01;2020;000803;19.000000
01;2020;001027;27.000000
01;2020;001028;1.000000
01;2020;001025;197.000000
01;2020;001033;7.000000
01;2020;001061;7.000000
01;2020;001077;1.000000
01;2020;001054;21.000000
01;2020;001057;35.000000
01;2020;001098;1.000000
01;2020;001099;12.000000
01;2020;000804;8.000000
01;2020;000866;1.000000
01;2020;001046;18.000000
01;2020;001050;11.000000
01;2020;001058;10.000000
01;2020;001076;2.000000
01;2020;001111;254.000000
01;2020;001115;4.000000
01;2020;001127;2.000000
01;2020;001128;4.000000
01;2020;000942;3.000000
01;2020;000954;2.000000
01;2020;001095;6.000000
01;2020;001116;13.000000
01;2020;001096;19.000000
01;2020;001102;2.000000
01;2020;001029;2.000000
01;2020;001032;3.000000
01;2020;001119;15.000000
01;2020;001152;16.000000
01;2020;001129;4.000000
01;2020;001165;750.000000
01;2020;001208;3.000000
01;2020;001231;2.000000
01;2020;001049;21.000000
01;2020;001051;3.000000
01;2020;001169;31.000000
01;2020;001170;8.000000
01;2020;001171;6.000000
01;2020;001174;3.000000
01;2020;001136;14.000000
01;2020;001200;2.000000
01;2020;001201;5.000000
01;2020;001276;35.000000
01;2020;001271;3.000000
01;2020;001272;5.000000
01;2020;001062;23.000000
01;2020;001078;1.000000
01;2020;001286;9.000000
01;2020;001288;2.000000
01;2020;001093;4.000000
01;2020;001094;7.000000
01;2020;001275;59.000000
01;2020;001293;10.000000
01;2020;001290;3.000000
01;2020;001317;3.000000
01;2020;001278;72.000000
01;2020;001279;6.000000
01;2020;001097;3.000000
01;2020;001107;2.000000
01;2020;001323;329.000000
01;2020;001332;42.000000
01;2020;001310;5.000000
01;2020;001318;2.000000
01;2020;001343;6.000000
01;2020;001349;4.000000
01;2020;001114;7.000000
01;2020;001117;8.000000
01;2020;001319;92.000000
01;2020;001338;2.000000
01;2020;001357;7.000000
01;2020;001366;75.000000
01;2020;001353;1.000000
01;2020;001391;3.000000
01;2020;001118;32.000000
01;2020;001142;1.000000
01;2020;001405;5.000000
01;2020;001421;3.000000
01;2020;001350;5.000000
01;2020;001364;10.000000
01;2020;001402;1.000000
01;2020;001425;23.000000
01;2020;001423;10.000000
01;2020;001427;44.000000
01;2020;001168;17.000000
01;2020;001172;1.000000
01;2020;001430;14.000000
01;2020;001444;10.000000
01;2020;001392;7.000000
01;2020;001414;51.000000
01;2020;001428;27.000000
01;2020;001442;-3.000000
01;2020;001185;4.000000
01;2020;001210;1.000000
01;2020;001426;44.000000
01;2020;001429;32.000000
01;2020;001452;2.000000
01;2020;001462;4.000000
01;2020;001212;4.000000
01;2020;001214;19.000000
01;2020;001451;3.000000
01;2020;001461;4.000000
01;2020;001463;2.000000
01;2020;001464;9.000000
01;2020;001468;29.000000
01;2020;001471;.000000
01;2020;001291;7.000000
01;2020;001292;12.000000
01;2020;001446;3.000000
01;2020;001460;7.000000
01;2020;001492;3.000000
01;2020;001525;9.000000
01;2020;001543;2.000000
01;2020;001587;234.000000
01;2020;001294;2.000000
01;2020;001320;132.000000
01;2020;001473;9.000000
01;2020;001542;2.000000
01;2020;001588;673.000000
01;2020;001591;4.000000
01;2020;001490;14.000000
01;2020;001494;6.000000
01;2020;001593;11.000000
01;2020;001596;2.000000
01;2020;001365;34.000000
01;2020;001403;1.000000
01;2020;001594;61.000000
01;2020;001653;14.000000
01;2020;001589;115.000000
01;2020;001592;17.000000
01;2020;001618;3.000000
01;2020;001652;35.000000
01;2020;001659;14.000000
01;2020;001663;12.000000
01;2020;001411;5.000000
01;2020;001413;12.000000
01;2020;001665;32.000000
01;2020;001674;-2.000000
01;2020;001676;5.000000
01;2020;001678;19.000000
01;2020;001648;2.000000
01;2020;001682;13.000000
01;2020;001415;23.000000
01;2020;001424;15.000000
01;2020;001684;15.000000
01;2020;001691;2.000000
01;2020;001702;20.000000
01;2020;001703;11.000000
01;2020;001704;36.000000
01;2020;001709;1.000000
01;2020;001662;31.000000
01;2020;001683;12.000000
01;2020;001713;2.000000
01;2020;001714;4.000000
01;2020;001439;1.000000
01;2020;001459;11.000000
01;2020;001711;58.000000
01;2020;001712;39.000000
01;2020;001680;204.000000
01;2020;001715;102.000000
01;2020;001725;83.000000
01;2020;001727;9.000000
01;2020;001757;1.000000
01;2020;001758;53.000000
01;2020;001465;17.000000
01;2020;001466;20.000000
01;2020;001718;1.000000
01;2020;001726;4.000000
01;2020;001746;14.000000
01;2020;001751;1.000000
01;2020;001734;3.000000
01;2020;001739;39.000000
01;2020;001467;3.000000
01;2020;001491;2.000000
01;2020;001762;12.000000
01;2020;001773;1.000000
01;2020;001760;31.000000
01;2020;001763;18.000000
01;2020;001759;7.000000
01;2020;001765;11.000000
01;2020;001777;2.000000
01;2020;001778;2.000000
01;2020;001493;2.000000
01;2020;001507;24.000000
01;2020;001781;3.000000
01;2020;001782;50.000000
01;2020;001793;42.000000
01;2020;001797;2.000000
01;2020;001509;53.000000
01;2020;001590;80.000000
01;2020;001780;2.000000
01;2020;001789;35.000000
01;2020;001597;3.000000
01;2020;001610;1.000000
01;2020;001790;5.000000
01;2020;001792;13.000000
01;2020;001651;7.000000
01;2020;001679;2.000000
01;2020;001796;39.000000
01;2020;001800;11.000000
01;2020;001798;13.000000
01;2020;001799;19.000000
01;2020;001803;9.000000
01;2020;001804;22.000000
01;2020;001813;2.000000
01;2020;001816;17.000000
01;2020;001809;11.000000
01;2020;001817;345.000000
01;2020;001681;48.000000
01;2020;001740;232.000000
01;2020;001805;17.000000
01;2020;001807;30.000000
01;2020;001823;3.000000
01;2020;001824;12.000000
01;2020;001810;20.000000
01;2020;001828;1730.000000
01;2020;001741;39.000000
01;2020;001770;1.000000
01;2020;001771;2.000000
01;2020;001801;14.000000
01;2020;001829;522.000000
01;2020;001831;49.000000
01;2020;001826;16.000000
01;2020;001830;130.000000
01;2020;001835;4.000000
01;2020;001846;29.000000
01;2020;001898;3.000000
01;2020;001901;11.000000
01;2020;001821;.000000
01;2020;001822;4.000000
01;2020;001832;57.000000
01;2020;001868;.000000
01;2020;001802;17.000000
01;2020;001825;43.000000
01;2020;001963;5.000000
01;2020;001964;25.000000
01;2020;001842;109.000000
01;2020;001925;13.860000
01;2020;001827;1589.000000
01;2020;001833;1.000000
01;2020;001965;27.000000
01;2020;001982;116.060000
01;2020;001903;6.000000
01;2020;001969;33.000000
01;2020;001968;223.208000
01;2020;001970;21.000000
01;2020;001992;10.000000
01;2020;001997;753.000000
01;2020;001836;22.000000
01;2020;001854;21.000000
01;2020;001986;107.136000
01;2020;001987;128.968000
01;2020;001985;16.368000
01;2020;001991;65.000000
01;2020;001866;.000000
01;2020;001960;2.000000
01;2020;002001;21.000000
01;2020;002002;9.000000
01;2020;001998;155.000000
01;2020;002008;36.000000
01;2020;002006;20.000000
01;2020;002014;29.000000
01;2020;001966;298.602000
01;2020;001967;197.892000
01;2020;002013;5.000000
01;2020;002017;5.000000
01;2020;002018;-4.000000
01;2020;002020;1.000000
01;2020;001993;5.000000
01;2020;002003;11.000000
01;2020;001983;66.962000
01;2020;001984;196.412000
01;2020;002007;63.000000
01;2020;002034;15.000000
01;2020;002015;15.000000
01;2020;002021;52.000000
01;2020;002028;3.000000
01;2020;002029;53.000000
01;2020;001988;968.765000
01;2020;001990;225.331200
01;2020;002048;221.712000
01;2020;002049;168.141000
01;2020;002050;1385.671000
01;2020;002054;84.812000
01;2020;002039;3.000000
01;2020;002047;167.000000
01;2020;002057;332.000000
01;2020;002058;11.000000
01;2020;001995;21.000000
01;2020;001996;2.000000
01;2020;002064;233.606000
01;2020;002065;38.000000
01;2020;002052;10.000000
01;2020;002053;623.465000
01;2020;002061;721.000000
01;2020;002062;162.000000
01;2020;002011;26.000000
01;2020;002012;29.000000
01;2020;002070;138.000000
01;2020;002093;.000000
01;2020;002016;3.000000
01;2020;002027;7.000000
01;2020;002056;22.000000
01;2020;002073;438.000000
01;2020;002097;2.000000
01;2020;002100;3.000000
01;2020;002075;3.000000
01;2020;002083;7.000000
01;2020;002106;74.000000
01;2020;002132;4.000000
01;2020;002134;3.000000
01;2020;002135;2.000000
01;2020;002101;1.000000
01;2020;002130;3.000000
01;2020;002032;10.000000
01;2020;002033;24.000000
01;2020;002096;10.000000
01;2020;002103;1.000000
01;2020;002129;1.000000
01;2020;002139;5.000000
01;2020;002131;7.000000
01;2020;002142;2.000000
01;2020;002144;1.000000
01;2020;002145;1.000000
01;2020;002146;16.000000
01;2020;002153;1.000000
01;2020;002156;1.000000
01;2020;002160;1.000000
01;2020;002161;1.000000
01;2020;002173;1.000000
01;2020;002044;129.456000
01;2020;002045;743.252000
01;2020;002150;1.000000
01;2020;002151;4.000000
01;2020;002140;1.000000
01;2020;002141;.000000
01;2020;002162;3.000000
01;2020;002164;2.000000
01;2020;002165;2.000000
01;2020;002172;1.000000
01;2020;002253;1.000000
01;2020;002273;2.000000
01;2020;002185;4.000000
01;2020;002274;1.000000
01;2020;002051;3.000000
01;2020;002055;8.000000
01;2020;002357;13.000000
01;2020;002362;-1.000000
01;2020;002368;4.000000
01;2020;002369;12.000000
01;2020;002169;7.000000
01;2020;002358;8.000000
01;2020;002373;10.000000
01;2020;002376;3.000000
01;2020;002072;250.000000
01;2020;002076;18.000000
01;2020;002360;46.000000
01;2020;002370;4.000000
01;2020;002371;9.000000
01;2020;002372;3.000000
01;2020;002374;2.000000
01;2020;002398;1.000000
01;2020;002082;1186.785800
01;2020;002086;.000000
01;2020;002378;7.000000
01;2020;002379;7.000000
01;2020;002383;12.000000
01;2020;002388;2.000000
01;2020;002095;4.000000
01;2020;002127;13.000000
01;2020;002406;1.000000
01;2020;002409;1.000000
01;2020;002426;3.000000
01;2020;002429;5.000000
01;2020;002408;1.000000
01;2020;002421;2.000000
01;2020;002427;1.000000
01;2020;002431;3.000000
01;2020;002436;1.000000
01;2020;002437;3.000000
01;2020;002375;5.000000
01;2020;002381;4.000000
01;2020;002382;.000000
01;2020;002384;2.000000
01;2020;002128;6.000000
01;2020;002136;6.000000
01;2020;002439;2.000000
01;2020;002440;2.000000
01;2020;002450;2.000000
01;2020;002452;1.000000
01;2020;002442;4.000000
01;2020;002448;1.000000
01;2020;002455;1.000000
01;2020;002463;6.000000
01;2020;002471;1.000000
01;2020;002476;4.000000
01;2020;002149;4.000000
01;2020;002163;5.000000
01;2020;002477;8.000000
01;2020;002479;4.000000
01;2020;002458;3.000000
01;2020;002465;3.000000
01;2020;002490;7.000000
01;2020;002492;10.000000
01;2020;002495;11.000000
01;2020;002496;7.000000
01;2020;002166;2.000000
01;2020;002167;80.000000
01;2020;002502;3.000000
01;2020;002503;8.000000
01;2020;002168;2.000000
01;2020;002186;3.000000
01;2020;002390;1.000000
01;2020;002445;20.000000
01;2020;002453;1.000000
01;2020;002457;1.000000
01;2020;002494;6.000000
01;2020;002500;1.000000
01;2020;002498;3.000000
01;2020;002508;1.000000
01;2020;002249;1.000000
01;2020;002277;3.000000
01;2020;002507;3.000000
01;2020;002509;8.000000
01;2020;002513;22.000000
01;2020;002527;1.000000
01;2020;002505;7.000000
01;2020;002511;5.000000
01;2020;002514;15.000000
01;2020;002520;2.000000
01;2020;002512;14.000000
01;2020;002519;3.000000
01;2020;002367;3.000000
01;2020;002377;4.000000
01;2020;002526;2.000000
01;2020;002532;2.000000
01;2020;002534;2.000000
01;2020;002536;3.000000
01;2020;002529;2.000000
01;2020;002537;3.000000
01;2020;002387;2.000000
01;2020;002393;7.000000
01;2020;002541;2.000000
01;2020;002545;1.000000
01;2020;002539;1.000000
01;2020;002543;1.000000
01;2020;002548;2.000000
01;2020;002552;2.000000
01;2020;002562;7.000000
01;2020;002563;12.000000
01;2020;002395;1.000000
01;2020;002407;5.000000
01;2020;002410;1.000000
01;2020;002414;-1.000000
01;2020;002521;1.000000
01;2020;002531;1.000000
01;2020;002542;3.000000
01;2020;002547;1.000000
01;2020;002567;2.000000
01;2020;002569;11.000000
01;2020;002581;2.000000
01;2020;002593;1.000000
01;2020;002428;3.000000
01;2020;002432;2.000000
01;2020;002441;5.000000
01;2020;002443;2.000000
01;2020;002574;17.000000
01;2020;002590;3.000000
01;2020;002600;1.000000
01;2020;002601;1.000000
01;2020;002609;4.000000
01;2020;002629;10.000000
01;2020;002566;5.000000
01;2020;002595;2.000000
01;2020;002604;2.000000
01;2020;002608;2.000000
01;2020;002597;1.000000
01;2020;002599;2.000000
01;2020;002606;1.000000
01;2020;002614;3.000000
01;2020;002454;4.000000
01;2020;002462;1.000000
01;2020;002612;1.000000
01;2020;002632;6.000000
01;2020;002633;1.000000
01;2020;002636;3.000000
01;2020;002468;2.000000
01;2020;002478;2.000000
01;2020;002631;11.000000
01;2020;002635;5.000000
01;2020;002639;1.000000
01;2020;002652;3.000000
01;2020;002637;3.000000
01;2020;002644;12.000000
01;2020;002641;1.000000
01;2020;002649;3.000000
01;2020;002480;5.000000
01;2020;002493;13.000000
01;2020;002648;3.000000
01;2020;002667;3.000000
01;2020;002673;1.000000
01;2020;002677;1.000000
01;2020;002656;2.000000
01;2020;002657;4.000000
01;2020;002669;1.000000
01;2020;002684;1.000000
01;2020;002504;1.000000
01;2020;002506;8.000000
01;2020;002683;2.000000
01;2020;002690;1.000000
01;2020;002510;1.000000
01;2020;002515;1.000000
01;2020;002695;18.000000
01;2020;002699;4.000000
01;2020;002530;2.000000
01;2020;002535;3.000000
01;2020;002698;3.000000
01;2020;002700;2.000000
01;2020;002658;-1.000000
01;2020;002678;1.000000
01;2020;002689;30.000000
01;2020;002706;3.000000
01;2020;002710;1.000000
01;2020;002713;2.000000
01;2020;002538;1.000000
01;2020;002544;1.000000
01;2020;002550;2.000000
01;2020;002565;2.000000
01;2020;002703;5.000000
01;2020;002705;3.000000
01;2020;002709;4.000000
01;2020;002740;1.000000
01;2020;002743;1.000000
01;2020;002748;9.000000
01;2020;002718;3.000000
01;2020;002719;1.000000
01;2020;002570;2.000000
01;2020;002580;13.000000
01;2020;002750;5.000000
01;2020;002757;77.000000
01;2020;002585;3.000000
01;2020;002594;4.000000
01;2020;002596;1.000000
01;2020;002603;1.000000
01;2020;002702;3.000000
01;2020;002704;2.000000
01;2020;002721;2.000000
01;2020;002724;2.000000
01;2020;002607;1.000000
01;2020;002610;1.000000
01;2020;002761;27.000000
01;2020;002762;32.000000
01;2020;002611;1.000000
01;2020;002628;7.000000
01;2020;002630;5.000000
01;2020;002638;1.000000
01;2020;002758;70.000000
01;2020;002759;42.000000
01;2020;002643;1.000000
01;2020;002645;1.000000
01;2020;002766;16.000000
01;2020;002775;18.000000
01;2020;002647;1.000000
01;2020;002651;1.000000
01;2020;002777;9.000000
01;2020;002778;39.000000
01;2020;002668;2.000000
01;2020;002681;3.000000
01;2020;002755;31.000000
01;2020;002756;80.000000
01;2020;002692;2.000000
01;2020;002697;3.000000
01;2020;002720;2.000000
01;2020;002725;1.000000
01;2020;002728;8.000000
01;2020;002729;2.000000
01;2020;002764;41.000000
01;2020;002785;6.000000
01;2020;002730;2.000000
01;2020;002733;1.000000
01;2020;002787;23.000000
01;2020;002788;13.000000
01;2020;002776;39.000000
01;2020;002786;21.000000
01;2020;002789;15.000000
01;2020;002791;30.000000
01;2020;002790;15.000000
01;2020;002793;17.000000
01;2020;002760;39.000000
01;2020;002763;19.000000
01;2020;002779;20.000000
01;2020;002810;7.560000
01;2020;002795;6.000000
01;2020;002803;21.060000
01;2020;002765;40.000000
01;2020;002767;18.000000
01;2020;002792;8.000000
01;2020;002794;34.000000
01;2020;002768;12.000000
01;2020;002769;10.000000
01;2020;002770;.000000
01;2020;002771;18.000000
01;2020;002815;146.880000
01;2020;002821;7.020000
01;2020;002822;21.600000
01;2020;002828;29.160000
01;2020;002829;27.360000
01;2020;002855;25.920000
01;2020;002772;13.000000
01;2020;002773;7.000000
01;2020;002814;48.600000
01;2020;002827;224.640000
01;2020;002817;62.640000
01;2020;002825;50.760000
01;2020;002826;7.200000
01;2020;002875;4.320000
01;2020;002774;30.000000
01;2020;002780;16.000000
01;2020;002856;17.280000
01;2020;002857;51.840000
01;2020;002876;6.480000
01;2020;002878;.000000
01;2020;002842;125.190000
01;2020;002881;15.120000
01;2020;002781;14.000000
01;2020;002782;32.000000
01;2020;002885;2.160000
01;2020;002886;9.720000
01;2020;002877;32.400000
01;2020;002887;7.020000
01;2020;002783;18.000000
01;2020;002784;52.000000
01;2020;002884;1.320000
01;2020;002898;27.600000
01;2020;002806;43.290000
01;2020;002811;22.690000
01;2020;002899;54.000000
01;2020;002901;2.700000
01;2020;002917;2.000000
01;2020;002918;22.000000
01;2020;002812;47.520000
01;2020;002818;110.160000
01;2020;002894;6.480000
01;2020;002914;20.000000
01;2020;002915;17.000000
01;2020;002916;15.000000
01;2020;002920;87.000000
01;2020;002926;32.000000
01;2020;002927;15.000000
01;2020;002928;99.000000
01;2020;002819;7.020000
01;2020;002820;3.780000
01;2020;002930;11.000000
01;2020;002932;18.000000
01;2020;002936;16.000000
01;2020;002937;3.000000
01;2020;002823;24.480000
01;2020;002824;129.600000
01;2020;002925;20.000000
01;2020;002929;186.000000
01;2020;002941;15.000000
01;2020;002943;127.000000
01;2020;002934;4.000000
01;2020;002938;23.000000
01;2020;002944;4.000000
01;2020;002952;12.000000
01;2020;002830;110.880000
01;2020;002833;114.660000
01;2020;002935;-3.000000
01;2020;002942;73.000000
01;2020;002953;52.000000
01;2020;002957;22.000000
01;2020;002839;60.840000
01;2020;002858;5.040000
01;2020;002945;15.000000
01;2020;002959;23.000000
01;2020;002971;1.000000
01;2020;002973;2.000000
01;2020;002947;5.000000
01;2020;002956;23.000000
01;2020;002965;22.000000
01;2020;002969;1.000000
01;2020;002958;5.000000
01;2020;002960;57.000000
01;2020;002880;4.320000
01;2020;002882;64.800000
01;2020;002976;4.000000
01;2020;002977;1.000000
01;2020;002980;2.000000
01;2020;002982;186.000000
01;2020;002974;5.000000
01;2020;002985;2.000000
01;2020;002975;10.000000
01;2020;002995;22.000000
01;2020;002883;7.830000
01;2020;002895;3.060000
01;2020;002987;9.000000
01;2020;002991;10.000000
01;2020;002986;.000000
01;2020;002993;35.000000
01;2020;002997;6.000000
01;2020;003007;2.000000
01;2020;003008;1.000000
01;2020;003014;1.000000
01;2020;003001;5.000000
01;2020;003017;5.000000
01;2020;002896;31.680000
01;2020;002897;2.700000
01;2020;003018;7.000000
01;2020;003020;28.000000
01;2020;002994;15.000000
01;2020;003012;1.000000
01;2020;003016;1.000000
01;2020;003026;3.000000
01;2020;002900;57.960000
01;2020;002919;71.000000
01;2020;003027;8.000000
01;2020;003029;2.000000
01;2020;003041;18.000000
01;2020;003042;5.000000
01;2020;002921;4.000000
01;2020;002923;1.000000
01;2020;003015;2.000000
01;2020;003033;1.000000
01;2020;003049;4.000000
01;2020;003059;4.000000
01;2020;003055;18.000000
01;2020;003061;2.000000
01;2020;003064;1.000000
01;2020;003071;2.000000
01;2020;003072;3.000000
01;2020;003076;7.000000
01;2020;002924;31.000000
01;2020;002931;9.000000
01;2020;003060;4.000000
01;2020;003069;1.000000
01;2020;003073;1.000000
01;2020;003077;2.000000
01;2020;003083;2.000000
01;2020;003087;4.000000
01;2020;003088;2.000000
01;2020;003090;4.000000
01;2020;003097;3.000000
01;2020;003098;15.000000
01;2020;002939;13.000000
01;2020;002940;10.000000
01;2020;003035;7.000000
01;2020;003043;29.000000
01;2020;003046;1.000000
01;2020;003052;9.000000
01;2020;003056;3.000000
01;2020;003062;4.000000
01;2020;003074;9.000000
01;2020;003081;1.000000
01;2020;003084;2.000000
01;2020;003095;1.000000
01;2020;003082;1.000000
01;2020;003096;34.000000
01;2020;003107;34.000000
01;2020;003108;1.000000
01;2020;003099;4.000000
01;2020;003125;-1.080000
01;2020;002946;1.000000
01;2020;002955;18.000000
01;2020;002996;2.000000
01;2020;003009;1.000000
01;2020;003104;9.000000
01;2020;003131;13.000000
01;2020;003135;82.080000
01;2020;003139;51.840000
01;2020;003110;41.000000
01;2020;003128;5.400000
01;2020;003132;10.500000
01;2020;003136;99.360000
01;2020;003140;4.950000
01;2020;003144;.810000
01;2020;003010;3.000000
01;2020;003019;13.000000
01;2020;003133;22.000000
01;2020;003137;5.040000
01;2020;003150;58.800000
01;2020;003164;20.680000
01;2020;003024;1.000000
01;2020;003032;8.000000
01;2020;003159;58.560000
01;2020;003160;24.400000
01;2020;003156;207.360000
01;2020;003169;30.240000
01;2020;003036;4.000000
01;2020;003040;4.000000
01;2020;003192;1.000000
01;2020;003204;1.000000
01;2020;003193;1.000000
01;2020;003210;1.000000
01;2020;003171;83.920000
01;2020;003203;12.000000
01;2020;003047;4.000000
01;2020;003048;5.000000
01;2020;003067;3.000000
01;2020;003068;1.000000
01;2020;003219;20.000000
01;2020;003220;17.000000
01;2020;003214;2.000000
01;2020;003240;13.000000
01;2020;003247;10.000000
01;2020;003250;11.000000
01;2020;003236;378.000000
01;2020;003238;14.000000
01;2020;003070;4.000000
01;2020;003078;1.000000
01;2020;003079;1.000000
01;2020;003080;1.000000
01;2020;003261;61.000000
01;2020;003265;353.000000
01;2020;003234;68.000000
01;2020;003248;35.000000
01;2020;003263;175.000000
01;2020;003269;4.000000
01;2020;003267;189.000000
01;2020;003273;2.000000
01;2020;003089;1.000000
01;2020;003094;29.000000
01;2020;003249;6.000000
01;2020;003268;17.000000
01;2020;003271;3.000000
01;2020;003272;3.000000
01;2020;003270;6.000000
01;2020;003275;1.000000
01;2020;003280;1.000000
01;2020;003281;44.000000
01;2020;003109;10.000000
01;2020;003112;2.000000
01;2020;003142;23.040000
01;2020;003143;7.560000
01;2020;003276;22.000000
01;2020;003279;58.000000
01;2020;003283;4.000000
01;2020;003289;30.000000
01;2020;003285;16.000000
01;2020;003291;160.000000
01;2020;003292;27.000000
01;2020;003294;79.000000
01;2020;003157;97.200000
01;2020;003158;6.030000
01;2020;003290;99.000000
01;2020;003295;246.000000
01;2020;003274;1.000000
01;2020;003284;259.000000
01;2020;003287;23.000000
01;2020;003302;10.000000
01;2020;003163;4.700000
01;2020;003216;8.000000
01;2020;003297;7.000000
01;2020;003350;7.000000
01;2020;003304;12.000000
01;2020;003363;1822.000000
01;2020;003366;2.000000
01;2020;003368;6.000000
01;2020;003369;2.000000
01;2020;003371;9.000000
01;2020;003218;2.000000
01;2020;003235;182.000000
01;2020;003365;3.000000
01;2020;003377;8.000000
01;2020;003300;17.000000
01;2020;003367;5.000000
01;2020;003373;10.000000
01;2020;003375;7.000000
01;2020;003372;8.000000
01;2020;003374;11.000000
01;2020;003396;1.000000
01;2020;003398;6.000000
01;2020;003401;5.000000
01;2020;003403;2.000000
01;2020;003244;20.000000
01;2020;003251;2.000000
01;2020;003400;2.000000
01;2020;003416;60.000000
01;2020;003419;9.000000
01;2020;003421;4.000000
01;2020;003252;2.000000
01;2020;003278;79.000000
01;2020;003420;1.000000
01;2020;003422;7.000000
01;2020;003428;81.000000
01;2020;003433;6.000000
01;2020;003435;5.000000
01;2020;003436;1.000000
01;2020;003423;7.000000
01;2020;003426;.000000
