Produktnummer;Lev.prono;Strekkode;Beskrivelse;Sortimentskode;Skien;Porsgrunn;Kristiansand;Tonsberg;Arendal;Sandefjord;Larvik;Stock
1317358;1317358;7070783104014;EIM xxLETTI KLAMMER 9-O-12 PH GIPS 200STK;UT;.000000;3.000000;3.000000;.000000;9.000000;.000000;.000000;NULL
1317580;1317580;7070783103178;EIM LETTI KLAMMER 16-2B/16 SG 50STK;BL;47.000000;14.000000;5.000000;22.000000;3.000000;11.000000;6.000000;NULL
1320107;1320107;7315882021009;EIM CLIPS 5-7 NATUR 100STK.;BL;6.000000;11.000000;13.000000;2.000000;7.000000;3.000000;6.000000;NULL
1320120;1320120;7315882240103;EIM KLIPS 14-20 ESKE 100STK HVIT;BL;6.000000;.000000;12.000000;.000000;9.000000;6.000000;5.000000;NULL
13206000;13206000;7319007500349;ANI GJENGESTANG M6X1000 D976A-A4-70;BL;3.000000;NULL;NULL;-3.000000;2.000000;17.000000;.000000;NULL
13238;13238;5708614132388;MIL xxHOME-IT DØRHÅNDTAK 16MM B-GREP;UT;.000000;NULL;.000000;NULL;.000000;.000000;-3.000000;NULL
1323923;1323923;3606480524585;EIM STRIPS CINTURA 100X2.5 NATUR P100;TS;-9.000000;NULL;NULL;22.000000;6.000000;5.000000;1.000000;NULL
1323926;1323926;3606480554315;EIM STRIPS CINTURA 150X3.6 SORT P100;TS;-12.000000;NULL;9.000000;.000000;6.000000;10.000000;.000000;NULL
1323931;1323931;3606480554520;EIM STRIPS CINTURA 250X4.8 NATUR P100;TS;-1.000000;NULL;NULL;-1.000000;10.000000;14.000000;2.000000;NULL
1323933;1323933;3606480554537;EIM STRIPS CINTURA 300X4.8 NATUR P100;TS;.000000;NULL;NULL;.000000;9.000000;15.000000;4.000000;NULL
1323936;1323936;3606480554421;EIM STRIPS CINTURA 370X4.8 NATUR P100;TS;2.000000;NULL;NULL;5.000000;11.000000;24.000000;3.000000;NULL
133015;133015;7026751330152;ASK TETTI MEMBRANMATTE FOR SLUK 40 X 120 CM;BL;-1.000000;-2.000000;.000000;3.000000;7.000000;4.000000;4.000000;NULL
1332;1332;5703538013294;BIN-LINE 12LTR. SØPPELPOSE 20PK;BL;23.000000;NULL;9.000000;26.000000;14.000000;8.000000;12.000000;NULL
13328;13328;5708614133286;MIL xxDØRGREP 19MM B-GREP DESIGN;UT;.000000;.000000;-1.000000;.000000;.000000;.000000;-1.000000;NULL
133808032;133808032;7321130326512;ANI SE SPONPLATESKRUE.RIL-EL VOKS 4.2X32/20 T20;BL;5.000000;NULL;NULL;NULL;3.000000;9.000000;9.000000;NULL
133808041;133808041;7321130326529;ANI SE SPONPLATESKRUE.RIL-EL VOKS 4.2X41/29 T20;BL;5.000000;NULL;NULL;-2.000000;.000000;4.000000;6.000000;NULL
13433;13433;5708614134337;MIL xxHOME-IT KNAGGREKKE M/3 KNAGGER RUSTFRITT STÅL;UT;NULL;NULL;NULL;NULL;-1.000000;.000000;.000000;NULL
13510;13510;5708614135105;MIL xxHOME-IT SLIM HATTEKROK DOBBEL RUSTFRITT STÅL;UT;NULL;NULL;NULL;NULL;3.000000;.000000;.000000;NULL
13516;13516;5708614135167;MIL xxHOME-IT FRAKKEKROK FLAT ENKEL RUSTFRITT STÅL;UT;NULL;NULL;NULL;NULL;-1.000000;.000000;.000000;NULL
1353237;1353237;7332531013406;LOCTITE POWER EPOXY UNIVERSAL;HL;NULL;NULL;NULL;11.000000;.000000;7.000000;NULL;NULL
13208000;13208000;7319007500424;ANI GJENGESTANG M8X1000 D976A-A4-70;BL;.000000;NULL;NULL;1.000000;4.000000;10.000000;13.000000;NULL
1321;1321;5703538012853;LOP BIN-LINE 5LTR. SØPPELPOSE 20PK;BL;1.000000;16.000000;36.000000;3.000000;23.000000;4.000000;12.000000;NULL
1322369;1322369;4016959088583;LOP CEDO CRANBERRY TOALETTSETE M/SOFTCLOSE HVIT;BL;12.000000;.000000;10.000000;3.000000;7.000000;5.000000;3.000000;NULL
1323924;1323924;3606480554292;EIM STRIPS CINTURA 100X2.5 SORT P100;BL;26.000000;.000000;12.000000;16.000000;10.000000;8.000000;.000000;NULL
1323927;1323927;3606480554377;EIM STRIPS CINTURA 200X3.6 NATUR P100;TS;6.000000;NULL;NULL;.000000;8.000000;12.000000;.000000;NULL
1323928;1323928;3606480524684;EIM STRIPS CINTURA 200X3.6 SORT P100;BL;3.000000;.000000;1.000000;-5.000000;9.000000;61.000000;-7.000000;NULL
1323934;1323934;3606480554674;EIM STRIPS CINTURA 300X4.8 SORT P100;TS;7.000000;.000000;NULL;-1.000000;10.000000;10.000000;.000000;NULL
1323937;1323937;3606480554681;EIM STRIPS CINTURA 370X4.8 SORT P100;TS;2.000000;NULL;NULL;3.000000;4.000000;13.000000;1.000000;NULL
1323938;1323938;3606480554438;EIM STRIPS CINTURA 380X7.6 NATUR P100;TS;7.000000;NULL;NULL;3.000000;12.000000;8.000000;2.000000;NULL
1323990;1323990;3606480619151;EIM SCHNEIDER RAPSTRAP FLEXIBEL STRIPS 10MMX300MM SORT 24PK;BL;44.000000;.000000;10.000000;47.000000;38.000000;49.000000;48.000000;NULL
13242;13242;5708614132425;MIL xxHOME-IT DØRHÅNDTAK 19MM L-GREP;UT;-3.000000;NULL;-3.000000;NULL;-5.000000;.000000;-2.000000;NULL
13248;13248;5708614132487;MIL xxHOME-IT DØRHÅNDTAK 19MM B-GREP;UT;.000000;NULL;.000000;-1.000000;.000000;.000000;.000000;NULL
133180;133180;7026751331807;ASK BOSUN DIAMANTBLAD SPIRALSEGMENT 180/30-25.4 MM PRO BLÅ;BL;8.000000;NULL;NULL;NULL;4.000000;1.000000;2.000000;NULL
13566;13566;5708614135662;MIL xxHOME-IT SLIM ENKEL KROK M/TAPP RUSTFRITT STÅL 2PK.;UT;NULL;NULL;NULL;NULL;-1.000000;.000000;.000000;NULL
13695;13695;7023670136957;FLE FLEXIT KULLFILTER BRASSERIE-M;BL;3.000000;.000000;2.000000;1.000000;1.000000;3.000000;1.000000;NULL
13711;13711;5708614137116;MIL xxHOME-IT ANNA HÅNDTAK CC128;UT;NULL;NULL;NULL;NULL;.000000;.000000;.000000;NULL
13718;13718;5708614137185;MIL xxHOME-IT SOFIE HÅNDTAK CC96;UT;NULL;NULL;NULL;NULL;7.000000;.000000;.000000;NULL
13741;13741;5708614137413;MIL xxHOME-IT CELINE KNOTTER Ø18MM;UT;NULL;NULL;NULL;NULL;-6.000000;.000000;.000000;NULL
13781;13781;5708614137819;MIL xxHOME-IT DØRBESLAG M/VRIDERGREP TIL TOALETT FAST ROSETT;UT;NULL;NULL;.000000;NULL;.000000;.000000;.000000;NULL
13903;13903;5708614139035;MIL xxHOME-IT BESKYTTELSESPLATE BUET 900X450MM RUSTFRI;UT;NULL;-1.000000;NULL;NULL;.000000;NULL;NULL;NULL
13914;13914;5708614139141;MIL xxBESKYTTELSESPLATE FROSTET GLASS 600X300MM;UT;.000000;-1.000000;.000000;.000000;.000000;.000000;.000000;NULL
13918;13918;5708614139189;MIL xxBESKYTTELSESPLATE FROSTET GLASS 800X400MM;UT;.000000;.000000;.000000;-1.000000;.000000;.000000;.000000;NULL
14000;14000;4021332051979;ALF BASIC WAVE HALVSTEIN 19x9x8;BL;NULL;10.000000;.000000;6.000000;.000000;5.000000;.000000;NULL
1401.0075;1401.0075;5707692001470;UNI xxUNIDRAIN UTLØPSHUS MED VANNRETT UTLØP OG VANNLÅS Ø 75M;UT;.000000;.000000;.000000;.000000;1.000000;.000000;NULL;NULL
140120;140120;7026751401203;ASK VISP Ø120 MM 2-SKIVER M/RING M14 GJENGER;BL;-12.000000;.000000;-2.000000;-6.000000;-3.000000;3.000000;1.000000;NULL
14024;14024;5701137140243;BØR xxKLESKLYPER PLAST 24 STK. RØD/HVIT/BLÅ;UT;.000000;.000000;.000000;.000000;.000000;3.000000;11.000000;NULL
14025-1;14025-1;200070804373;ALF BASIC WAVE SAHARA 1-SIDE HALVSTEIN 19X9X8;BL;NULL;NULL;NULL;8.000000;NULL;NULL;NULL;NULL
140320;140320;4006956140384;LOP DUSJFORHENG AQUAMOD MOSAIKK 180X200CM;TS;.000000;.000000;-4.000000;.000000;4.000000;2.000000;7.000000;NULL
1404470;1404470;5703102207418;MICROMATIC DIMMER UNILED+ 325 TRYKK/VRI;BL;6.000000;NULL;NULL;6.000000;.000000;NULL;.000000;NULL
14094001;14094001;5708715740000;NORDLUX RISPAPIR 40 CM PENDEL EX. OPHÆNG PAPIR;TS;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1410704;1410704;7020160373106;EIM ELKO PLUS BRYTER INNFELT SERIEVENDER 5 PH;BL;31.000000;-1.000000;7.000000;24.000000;16.000000;12.000000;11.000000;NULL
1410705;1410705;7020160373205;EAS ELKO PLUS BRYTER INNFELT 6/1 PH 0;BL;28.000000;17.000000;22.000000;30.000000;56.000000;7.000000;9.000000;NULL
1410718;1410718;7020160374806;EIM ELKO PLUS BRYTER INNFELT 2-1 10A SORT;TS;9.000000;10.000000;20.000000;47.000000;10.000000;24.000000;27.000000;NULL
1410719;1410719;7020160374905;ELKO PLUSS BRYTER 1+1+1 SORT;TS;9.000000;NULL;NULL;10.000000;10.000000;9.000000;9.000000;NULL
1410751;1410751;7020160375506;EAS xxELKO PLUS DIMMER 400GL I PH;UT;29.000000;.000000;.000000;.000000;.000000;10.000000;8.000000;NULL
065.42;065.42;5701952065424;XON OX-ON LIGHT CE12 HANSKE;HL;5.000000;.000000;NULL;NULL;-3.000000;5.000000;NULL;NULL
071722901;071722901;5705154185072;MÅN FIX-PRO GLIDEMIDDEL TIL AVLØPSRØR 50 GRAM;BL;17.000000;.000000;.000000;7.000000;25.000000;14.000000;7.000000;NULL
0792060;0792060;7072742011401;DESIGN BROWN 20X20;IT;68.400000;NULL;.000000;70.800000;.000000;58.200000;.000000;288.000000
0828015-4;0828015-4;5705154218275;MÅN FIX-PRO KLAMMER MESSING 15MM 4PK.;BL;-1.000000;.000000;.000000;.000000;8.000000;7.000000;9.000000;NULL
08517;08517;7023670085170;FLE FLEXIT ISOLASJONSSTRØMPE 50MM 3M Ø160MM;BL;9.000000;2.000000;1.000000;.000000;2.000000;2.000000;4.000000;NULL
087251915;087251915;5705154218336;MÅN FIX-PRO BUKKEFIX 15 MM 2PK;BL;18.000000;.000000;7.000000;.000000;7.000000;5.000000;8.000000;NULL
09180;09180;7023670091805;FLE xxFRISKLUFTSVENTIL AERO 100;UT;.000000;-1.000000;.000000;.000000;.000000;.000000;.000000;NULL
09711;09711;7023670097111;FLE AVTREKKSVENTIL HVIT STÅL Ø100;BL;9.000000;NULL;4.000000;5.000000;6.000000;6.000000;5.000000;NULL
10000;10000;4021332002018;ALF BASIC WAVE 19x19x8;BL;.000000;NULL;.000000;2.000000;.000000;19.000000;NULL;NULL
100004;100004;7317841000018;HTF xxHULTAFORS METERSTOKK TRE 59-2-10;UT;.000000;.000000;.000000;.000000;-1.000000;-1.000000;.000000;NULL
1000194;1000194;6414908479372;UPONOR DECIBEL RØR M/MUFFE 75MM 3M HTP HVIT;HL;10.000000;NULL;.000000;NULL;4.000000;NULL;.000000;NULL
1000195;1000195;6414908479389;UPONOR DECIBEL RØR M/MUFFE 110MM 3M HTP HVIT;HL;3.000000;NULL;NULL;NULL;NULL;2.000000;6.000000;NULL
1000-36RG;LTG1002-36RG;230021067427;LTG BIANCO GLOSSY RECTIFIED 30X60;HL;90.720000;-26.100000;25.920000;164.190000;14.840000;30.240000;74.880000;466.560000
10005;10005;4021332012093;ALF BASIC WAVE PINK/LYS ROSA 19x19x8;BL;NULL;NULL;NULL;9.000000;NULL;.000000;NULL;NULL
1001;1001;5021378005881;FUG GENESIS UTVENDIG HJØRNELIST 8 MM MATT ALU RUND;BL;21.000000;4.000000;9.000000;4.000000;14.000000;13.000000;19.000000;NULL
1001.0800;1001.0800;5707692003047;UNI xxUNIDRAIN AVLØPSARMATUR MOT BAKVEGG OG TO SIDEVEGGER 80;UT;.000000;.000000;.000000;.000000;1.000000;.000000;NULL;NULL
100100;100100;5708701001009;SKAFT TIL GATEKOST 150X2.4 CM;BL;-2.000000;-4.000000;1.000000;-1.000000;.000000;-1.000000;.000000;NULL
100104;100104;5708701001047;GATEKOST RØD 40 CM;BL;5.000000;13.000000;5.000000;.000000;10.000000;2.000000;6.000000;NULL
100120;100120;7026751001205;ASK SELVKLEBENDE MOSAIKKMATTE 30X30CM 5PK.;BL;4.000000;4.000000;3.000000;3.000000;14.000000;.000000;.000000;NULL
1002;1002;5021378005959;FUG GENESIS UTVENDIG HJØRNELIST 8 MM BLANK ALU RUND;BL;22.000000;13.000000;10.000000;22.000000;1.000000;17.000000;12.000000;NULL
100248;100248;5701914100248;MIR xxMIRA MASTIC 121 5 KG;UT;-1.000000;-1.000000;NULL;.000000;.000000;.000000;.000000;NULL
100279;100279;5701914100279;MIR xxMIRA MASTIC FUGE 131 LYS BEIGE 5KG;UT;.000000;.000000;.000000;.000000;.000000;.000000;.000000;NULL
100400;100400;5708701004000;MILLEX 24 STK FILTKNOTTER 25MM;BL;9.000000;NULL;-1.000000;NULL;NULL;5.000000;2.000000;NULL
100401;100401;5708701004017;MILLEX 60 STK FILTKNOTTER ASSORTERTE;BL;8.000000;NULL;.000000;NULL;NULL;14.000000;.000000;NULL
100407;100407;5708701004079;MILLEX 18 STK FILTKNOTTER 25MM HVITE;BL;13.000000;NULL;15.000000;-1.000000;NULL;19.000000;9.000000;NULL
100412;100412;5708701004123;MILLEX 3 STK FILTPUTE 30X110MM HVIT;BL;2.000000;NULL;5.000000;NULL;NULL;12.000000;7.000000;NULL
100419;100419;5708701004192;MILLEX 12 STK ANSLAGSKNOTTER TIL MØBLER 18MM;BL;10.000000;NULL;12.000000;NULL;4.000000;10.000000;14.000000;NULL
100420;100420;5708701004208;MILLEX 12 STK ANSLAGSKNOTTER Ø19X2,5MM;BL;16.000000;NULL;6.000000;NULL;6.000000;6.000000;13.000000;NULL
100423;100423;5708701004239;MILLEX 24 STK ANSLAGSKNOTTER Ø10X3MM.;BL;3.000000;NULL;12.000000;NULL;NULL;5.000000;.000000;NULL
100425;100425;5708701004253;MILLEX 6 MTR TETNINGSLIST 9X6MM;BL;-6.000000;NULL;-1.000000;NULL;NULL;8.000000;1.000000;NULL
100427;100427;5708701004277;MILLEX 6 MTR TETNINGSLIST 9X4MM;BL;.000000;NULL;.000000;NULL;NULL;7.000000;3.000000;NULL
1005;1005;5021378006192;FUG GENESIS UTVENDIG HJØRNELIST 12 MM MATT ALU RUND;BL;-6.000000;1.000000;.000000;20.000000;1.000000;16.000000;7.000000;NULL
100529;100529;7332844005907;EIA xxSENSO KITCHEN SKJÆREFJØL 20,3x15,2CM BAMBUS;UT;NULL;NULL;NULL;NULL;NULL;.000000;NULL;NULL
1006;1006;5021378006260;FUG GENESIS UTVENDIG HJØRNELIST 12 MM BLANK ALU RUND;BL;5.000000;21.000000;5.000000;17.000000;68.000000;15.000000;10.000000;NULL
100699;100699;7023671006990;FLEXIT REDUKSJON M/PAKN 160/150 SV;BL;6.000000;4.000000;.000000;4.000000;9.000000;2.000000;1.000000;NULL
1410783;1410783;7020160939708;ELKO PLUS SERVICEPAKKE FOR PLUS DIMMER PH;TS;3.000000;NULL;NULL;7.000000;6.000000;10.000000;10.000000;NULL
1411705;1411705;7020160914408;EIM ELKO KOMBINASJONSPLATE 5 HULL RS16 PH;BL;5.000000;.000000;9.000000;.000000;.000000;10.000000;10.000000;NULL
1411888;1411888;7020160587602;EIM ELKO ENDEVENDER RS16/6 I PH;BL;21.000000;12.000000;3.000000;18.000000;21.000000;10.000000;13.000000;NULL
17YBC51-W325-FSC;17YBC51-W325-FSC;7072742001174;GOL LIND ESSENCE HØYSKAP HVIT MOD 2018;HL;2.000000;1.000000;3.000000;4.000000;3.000000;3.000000;2.000000;NULL
181.61;181.61;5701952181612;OX-ON CUT SUPREME 9601 CE 11 HANSKE;HL;NULL;.000000;NULL;.000000;NULL;NULL;NULL;NULL
18171100;18171100;4008838181713;BOSA BADEROMSNAL MATT RUSTFRITT STÅL;BL;3.000000;4.000000;3.000000;2.000000;19.000000;.000000;2.000000;NULL
184.98;184.98;5701951003892;VTR xxARMATURFETT PÅ TUBE 30GR.;UT;.000000;.000000;.000000;.000000;NULL;.000000;.000000;NULL
18451550;18451550;5715492173358;NIL NILFISK MULTI II 22 TØRR- OG VÅTSUGER;BL;2.000000;.000000;1.000000;.000000;3.000000;5.000000;3.000000;NULL
1855-1;1855-1;7391477185516;PAX BADEROMSVIFTE PASSAD 30;BL;5.000000;.000000;6.000000;3.000000;.000000;2.000000;.000000;NULL
186193932;186193932;5705154218442;MÅN FIX-PRO JOTIFLEX BEND 32 MM HVIT;BL;.000000;.000000;1.000000;.000000;-1.000000;4.000000;-1.000000;NULL
18650800;18650800;5706773186501;KAKEFAT M/LOKK OG HÅNDTAK 32X32X14.9CM;HL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
186511348;186511348;4052836599100;MÅN REDUKSJON 50/32MM PP HVIT;BL;7.000000;-2.000000;19.000000;8.000000;37.000000;27.000000;17.000000;NULL
186553110;186553110;4052836155108;MÅN xxDOBBELMUFFE PP GRÅ 110MM;UT;.000000;.000000;-1.000000;.000000;-6.000000;.000000;-7.000000;NULL
1051920;1051920;7045210065633;EIM NEXANS N-LINE PN 3G2.5MM2 16MM - 100M;TS;11.000000;-1.000000;-2.000000;1.000000;2.000000;4.000000;.000000;NULL
105212;105212;5701914105212;MIR MIRA SUPERCOLOUR 115 1.2KG;BL;19.000000;2.000000;5.000000;12.000000;18.000000;22.000000;7.000000;NULL
105311;105311;5701914105311;MIR MIRA SUPERCOLOUR FUG 120 GRÅ 5KG;BL;35.000000;10.000000;9.000000;20.000000;34.000000;28.000000;22.000000;NULL
1059;1059;5021378086774;FUG GENESIS UTVENDIG HJØRNELIST 8MM BLANK ALU 45 GRADER;BL;2.000000;NULL;12.000000;28.000000;15.000000;14.000000;7.000000;NULL
1060405;1060405;7045210012767;EIM NEXANS PFXP 500V 3G12.5 PR/METER;BL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1060409;1060409;7045210012798;EIM NEXANS PFXP 500V 5G1.5 PR/METER;BL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1062959;1062959;4021598123823;MÅN UPONOR SMART AQUA PLUS FORLENGER M7 5PK.;BL;4.000000;NULL;1.000000;.000000;1.000000;5.000000;4.000000;NULL
1063469;1063469;4021598124790;MÅN UPONOR FORDELER KLAMMER M7 TIL MESSING FORDELER 3/4";BL;-1.000000;.000000;7.000000;2.000000;6.000000;9.000000;-1.000000;NULL
1411891;1411891;7020160588401;EIM ELKO PÅ VEGG ENDEVENDER/VEKSELVENDER 2POL RS16/6.2 PH;BL;23.000000;.000000;9.000000;7.000000;10.000000;31.000000;9.000000;NULL
1411F;1411F;6414150077098;ORAS xxPOLARA SERVANTARMATUR UTEN BV;UT;.000000;.000000;.000000;.000000;.000000;.000000;.000000;NULL
1419329;1419329;4015000402835;LOCTITE KONTAKTLIM LIQUID;HL;NULL;NULL;NULL;12.000000;.000000;16.000000;NULL;NULL
142303;142303;4006956142401;LOP xxDUSJFORHENG SUMMERTIME BLÅ;UT;NULL;NULL;NULL;.000000;NULL;NULL;NULL;NULL
142320;142320;4006956142326;LOP xxDUSJFORHENG AQUAMOD MOWE 180X200CM;UT;NULL;NULL;NULL;.000000;NULL;NULL;NULL;NULL
1427312;1427312;7020160431301;EIM ELKO BRYTER PÅVEGG S16 2-POLET M/LYS PH;TS;13.000000;NULL;7.000000;9.000000;14.000000;5.000000;31.000000;NULL
1427400;1427400;7020160378408;ELKO PLUS SENTRALPLATE TETT PH;TS;13.000000;NULL;20.000000;8.000000;19.000000;9.000000;3.000000;NULL
1427406;1427406;7020160379009;EAS ELKO PLUS RAMME 2-HULL PH;BL;2.000000;.000000;10.000000;.000000;33.000000;6.000000;30.000000;NULL
1427533;1427533;7020160523709;ELKO PLUS MULTIRAMME 2X2 HULL PH;TS;4.000000;NULL;-1.000000;5.000000;5.000000;5.000000;5.000000;NULL
1427535;1427535;7020160524102;ELKO PLUS MULTIRAMME 2X2 HULL SORT;TS;10.000000;NULL;NULL;9.000000;10.000000;10.000000;10.000000;NULL
1427538;1427538;7020160524409;ELKO PLUS MULTIRAMME 2X3 HULL SORT;TS;4.000000;NULL;NULL;5.000000;5.000000;5.000000;5.000000;NULL
1427551;1427551;7020160960603;ELKO PLUS HVITT LYS DIMMERKITT PH;TS;10.000000;NULL;NULL;10.000000;10.000000;10.000000;10.000000;NULL
14287;14287;7023670142873;FLEXIT SPJELD SELVLUKKENDE RSK 160;NET;3.000000;NULL;NULL;NULL;NULL;9.000000;2.000000;NULL
1452480;1452480;5708525405250;ERSTATNINGS MUFFE GRÅ 110MM;BL;5.000000;8.000000;1.000000;3.000000;NULL;6.000000;-1.000000;NULL
14623;14623;5707357012209;MR STRONG OVN & GRILL RENS AEROSOL 300 ML;HL;11.000000;NULL;NULL;NULL;NULL;NULL;NULL;NULL
147 1250 500;147 1250 500;7319519661804;NILFISK SELECT HEPA FILTER H13;TS;NULL;NULL;NULL;NULL;5.000000;NULL;NULL;NULL
13550;13550;5708614135501;MIL xxHOME-IT S-KROK RUSTFRITT STÅL 3PK.;UT;NULL;NULL;NULL;NULL;.000000;.000000;.000000;NULL
13630;13630;7023670136308;FLE FLEXIT VENTILATOR GOURMET-MW HVIT;BL;2.000000;.000000;.000000;.000000;1.000000;3.000000;.000000;NULL
13634;13634;5708614136348;MIL xxHOME-IT SKOHYLLE 3 ETG. KROM;UT;NULL;NULL;.000000;.000000;1.000000;.000000;.000000;NULL
13636;13636;5708614136362;MIL xxHOME-IT SKOHYLLE 3 ETG. SORT;UT;NULL;NULL;.000000;.000000;1.000000;.000000;.000000;NULL
13716;13716;5708614137161;MIL xxHOME-IT JULIE HÅNDTAK CC96;UT;NULL;NULL;NULL;NULL;.000000;.000000;.000000;NULL
13717;13717;5708614137178;MIL xxHOME-IT JULIE HÅNDTAK CC128;UT;NULL;NULL;NULL;NULL;10.000000;.000000;.000000;NULL
13746;13746;5708614137468;MIL xxHOME-IT LOUISE KNOTTER 15X20MM;UT;NULL;NULL;NULL;NULL;6.000000;.000000;.000000;NULL
1379070;1379070;5701581271180;EIM xxNORDLUX LYSPÆRE GU10 LED COB 6W DIMBAR;UT;-6.000000;-3.000000;.000000;.000000;-1.000000;.000000;.000000;NULL
1380116;1380116;7315881141005;EIM SCHNEIDER CLIPSPLUGG TCP-1 100PK;BL;2.000000;6.000000;.000000;11.000000;1.000000;6.000000;10.000000;NULL
1383012;1383012;7038511383018;JOR xxARBEIDSHANSKE SENSITIV MEDIUM;UT;-6.000000;2.000000;11.000000;2.000000;-4.000000;7.000000;-4.000000;NULL
13902;13902;5708614139028;MIL xxBESKYTTELSESPLATE BUET 800X400MM;UT;1.000000;.000000;.000000;-3.000000;.000000;.000000;.000000;NULL
13904;13904;5708614139042;MIL xxHOME-IT BESKYTTELSESPLATE FIRKANTET 60X30CM;UT;-1.000000;.000000;.000000;-3.000000;-1.000000;.000000;-1.000000;NULL
1393012;1393012;7038511393017;JOR xxENGANGSHANSKE SENSITIV MEDIUM;UT;.000000;.000000;12.000000;3.000000;.000000;.000000;-6.000000;NULL
1400354;1400354;7090041632387;EGANT UNIVERSALDIMMER LED 10-100VA;TS;25.000000;.000000;-19.000000;17.000000;37.000000;12.000000;10.000000;NULL
1404410;1404410;7332530167353;PATTEX NMN MONTERINGSTAPE;HL;NULL;-1.000000;1.000000;10.000000;NULL;NULL;12.000000;NULL
14083000;14083000;4011097686219;HGR xxHANSGROHE ECOS XL SERVANTARMATUR;UT;.000000;.000000;.000000;-2.000000;-1.000000;.000000;.000000;NULL
14093501;14093501;5708715730001;NORDLUX RISPAPIR 35 CM PENDEL EX. OPHÆNG PAPIR;TS;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1410226;1410226;7020160343901;EAS ELKO RS16/6 BRYTER INNFELT ENDEVENDER 1-POL;BL;15.000000;.000000;3.000000;-2.000000;21.600000;17.000000;16.000000;NULL
1410245;1410245;7020160513106;EIM ELKO AV/PÅ-BRYTER INNFELT 2-POL RS16/2 PH;BL;35.000000;3.000000;.000000;6.000000;-1.000000;13.000000;8.000000;NULL
1410695;1410695;7020160567406;EIM ELKO PLUS DIMMER 316 GLED DIMMER PH;TS;5.000000;.000000;.000000;6.000000;4.000000;4.000000;4.000000;NULL
1410701;1410701;7020160372802;EAS ELKO PLUS BRYTER INNFELT 2 PH;BL;16.000000;8.000000;11.000000;16.000000;16.000000;14.000000;15.000000;NULL
1410702;1410702;7020160372901;EAS ELKO PLUS BRYTER INNFELT 2-1 10A PH;BL;42.000000;18.000000;14.000000;13.000000;31.000000;39.000000;37.000000;NULL
1410703;1410703;7020160373007;ELKO PLUS BRYTER 1+1+1 POLAR HVIT;TS;10.000000;NULL;-3.000000;8.000000;11.000000;10.000000;.000000;NULL
1410706;1410706;7020160373403;EAS ELKO PLUS BRYTER INNFELT 6-6 PH;BL;58.000000;.000000;23.000000;19.000000;25.000000;50.000000;33.000000;NULL
1410762;1410762;7020160376602;EIM ELKO PLUS DIMMER 315 GLE SORT;TS;13.000000;.000000;.000000;3.000000;5.000000;7.000000;6.000000;NULL
1410832;1410832;7020160699206;ELKO PLUS PIR 2300 UNIVERSAL-160 POLAR HVIT;TS;9.000000;NULL;NULL;8.000000;5.000000;5.000000;4.000000;NULL
1410834;1410834;7020160699404;ELKO PLUS PIR 2300 UNIVERSAL-160 SORT;TS;5.000000;NULL;NULL;5.000000;7.000000;5.000000;.000000;NULL
14111000;14111000;4011097563558;HGR xxHANSGROHE TALIS CLASSIC SERVANTARMATUR;UT;.000000;1.000000;.000000;.000000;.000000;-1.000000;.000000;NULL
1411701;1411701;7020160914002;EIM ELKO KOMBINASJONSPLATE 1 HULL RS16 PH;BL;-13.000000;12.000000;-5.000000;1.000000;24.000000;6.000000;8.000000;NULL
1411702;1411702;7034383611259;EAS ELKO KOMBI PLATE 2HULL;BL;46.000000;-2.000000;-3.000000;-1.000000;20.000000;17.000000;.000000;NULL
1411703;1411703;7034383611266;EAS ELKO RS16 KOMBIPLATE 3-HULL;BL;23.000000;17.000000;.000000;6.000000;50.000000;9.000000;19.000000;NULL
1411706;1411706;7020160427106;EIM ELKO KOMBINASJONSPLATE 3 HULL 90MM - HVIT;TS;4.000000;.000000;4.000000;6.000000;16.000000;14.000000;1.000000;NULL
181.41;181.41;5701952181414;OX-ON CUT BASIC 9000 CE11 HANSKE;HL;NULL;NULL;NULL;2.000000;NULL;NULL;NULL;NULL
1200163453;1200163453;5705150771897;FIX-PRO-GUL OVERGANG 3/4"X1/2" FORKROMMET;BL;12.000000;NULL;NULL;NULL;5.000000;5.000000;14.000000;NULL
1200163456;1200163456;5705150771873;FIX-PRO-GUL ANSATSNIPPEL MESSING 3/8";BL;8.000000;NULL;NULL;-1.000000;6.000000;3.000000;1.000000;NULL
1470823;1470823;7020160461513;EIM ELKO PLUS DOBBEL HJØRNEKAPPE - SORT;BL;2.000000;5.000000;4.000000;.000000;4.000000;3.000000;6.000000;NULL
1471440;1471440;7020160911100;EIM ELKO SERVICEPAKKE FOR RS DIMMER PH L3033/L3034;BL;6.000000;12.000000;12.000000;7.000000;36.000000;3.000000;1.000000;NULL
1471444;1471444;7020160396211;EIM ELKO DIMMER RS16/315 GLE 1-POLET;BL;37.000000;14.000000;4.000000;.000000;19.000000;7.000000;5.000000;NULL
1471474;1471474;7020160566713;EIM ELKO DIMMER 316 GLED RS PH;BL;9.000000;4.000000;5.000000;5.000000;14.000000;7.000000;5.000000;NULL
