Produktnummer;Lev.prono;Strekkode;Beskrivelse;Sortimentskode;Skien;Porsgrunn;Kristiansand;Tonsberg;Arendal;Sandefjord;Larvik;Stock
044020218;044020218;5705150022944;MÅN FIX-PRO KOMPRESJONSVINKEL 18MM CU;BL;1.000000;11.000000;.000000;6.000000;.000000;4.000000;10.000000;NULL
044020315;044020315;5705154184167;MÅN FIX-PRO FORKROMMET VINKEL 15MM TIL PEX-RØR;BL;35.000000;5.000000;22.000000;28.000000;19.000000;8.000000;8.000000;NULL
044021463;044021463;5705150022777;MÅN FIX-PRO VINKELOVERGANG M/NIPPEL 22MM X 1/2" CU;BL;3.000000;5.000000;3.000000;2.000000;6.000000;5.000000;7.000000;NULL
044021712;044021712;5705154184631;MÅN FIX-PRO VINKELKOBLING MED NIPPEL TIL KOBBERRØR 3/8"X12MM;BL;14.000000;19.000000;8.000000;17.000000;13.000000;9.000000;23.000000;NULL
044021715;044021715;5705154184174;MÅN FIX-PRO VINKELKOBLING MED NIPPEL TIL KOBBERRØR 1/2"-15MM;BL;17.000000;12.000000;13.000000;15.000000;12.000000;8.000000;7.000000;NULL
044021718;044021718;5705154184181;MÅN xxFIX-PRO VINKELKOBLING MED NIPPEL TIL KOBBERRØR 1/2"-10;UT;4.000000;8.000000;-3.000000;-1.000000;-6.000000;.000000;.000000;NULL
044021722;044021722;5705150027819;FIX-PRO VINKELOVERGANG M/NIPPEL 18MM X 1/2" PEX;BL;NULL;NULL;-1.000000;-4.000000;NULL;11.000000;67.000000;NULL
044023422;044023422;5705150027376;MÅN FIX-PRO VINKELOVERGANG M/MUFFE 18M X 1/2" CU;BL;10.000000;14.000000;6.000000;2.000000;9.000000;3.000000;8.000000;NULL
044023432;044023432;5705150024900;MÅN FIX-PRO VINKELOVERGANG M/MUFFE 18MM 3/4" CU;BL;6.000000;11.000000;10.000000;9.000000;14.000000;7.000000;5.000000;NULL
044023532;044023532;5705150022760;MÅN FIX-PRO VINKELOVERGANG M/MUFFE 18MM 3/4" PEX;BL;2.000000;5.000000;7.000000;7.000000;7.000000;7.000000;.000000;NULL
044030210;044030210;5705154184235;MÅN FIX-PRO FORKROMMET T-STYKKE 10MM TIL KOBBERRØR;BL;14.000000;12.000000;12.000000;14.000000;13.000000;6.000000;18.000000;NULL
044030212;044030212;5705154184242;MÅN FIX-PRO FORKROMMET T-STYKKE 12MM TIL KOBBERRØR;BL;30.000000;14.000000;11.000000;.000000;15.000000;5.000000;7.000000;NULL
044030215;044030215;5705154184259;MÅN FIX-PRO FORKROMMET T-STYKKE 15MM TIL KOBBERRØR;BL;4.000000;6.000000;11.000000;-3.000000;12.000000;4.000000;10.000000;NULL
044030318;044030318;5705150022975;MÅN FIX-PRO KOMPRESJONSKOBLING T-RØR 18MM PEX;BL;3.000000;5.000000;12.000000;5.000000;1.000000;3.000000;4.000000;NULL
044036715;044036715;5705150027826;MÅN xxFIX-PRO T-RØR M/OVERGANGSNIPPEL 15MM X 1/2" PEX;UT;7.000000;7.000000;8.000000;7.000000;1.000000;.000000;2.000000;NULL
044060222;044060222;5705150027642;MÅN FIX-PRO RETT OVERGANGSNIPPEL 22MM 3/4" CU;BL;3.000000;5.000000;.000000;7.000000;9.000000;10.000000;10.000000;NULL
044060332;044060332;5705154184716;MÅN FIX-PRO RETT KOBLING MED NIPPEL TIL PEXXRØR 1/2"X12MM;BL;.000000;NULL;NULL;-7.000000;12.000000;NULL;9.000000;NULL
044060532;044060532;5705150027635;MÅN FIX-PRO RETT OVERGANGSNIPPEL 18MM X 3/4" PEX;BL;10.000000;4.000000;.000000;7.000000;7.000000;7.000000;3.000000;NULL
044062222;044062222;5705150024870;MÅN FIX-PRO RETT OVERGANGSMUFFE 22MM 3/4" CU;BL;2.000000;.000000;.000000;.000000;5.000000;5.000000;11.000000;NULL
044065212;044065212;5705154184761;MÅN FIX-PRO RETT KOBLING MED MUFFE TIL KOBBERRØR 3/8"X12MM;BL;31.000000;9.000000;9.000000;22.000000;19.000000;13.000000;14.000000;NULL
044065216;044065216;5705154184778;MÅN FIX-PRO RETT KOBLING MED MUFFE TIL KOBBERRØR 3/8"X10MM;BL;48.000000;18.000000;18.000000;8.000000;20.000000;.000000;12.000000;NULL
044065532;044065532;5705150027543;MÅN FIX-PRO RETT OVERGANGSMUFFE 18MM 3/4" PEX;BL;11.000000;5.000000;1.000000;.000000;-1.000000;5.000000;9.000000;NULL
044070210;044070210;5705154184440;MÅN FIX-PRO FORKROMMET SAMLER 10MM TIL KOBBERRØR;BL;39.000000;10.000000;5.000000;19.000000;17.000000;3.000000;7.000000;NULL
044070212;044070212;5705154184457;MÅN FIX-PRO FORKROMMET SAMLER 12MM TIL KOBBERRØR;BL;51.000000;17.000000;6.000000;22.000000;20.000000;5.000000;9.000000;NULL
044070218;044070218;5705150027604;MÅN FIX-PRO KOMPRESJONSKOBLING RETT 18MM CU;BL;6.000000;7.000000;16.000000;7.000000;14.000000;6.000000;5.000000;NULL
044070318;044070318;5705150022609;FIX-PRO KOMPRESJONSKOBLING RETT 18MM PEX;BL;15.000000;NULL;4.000000;2.000000;10.000000;8.000000;8.000000;NULL
044093022;044093022;5705150027307;MÅN FIX-PRO KOMPRESJONSKOBLING T-RØR 22MM CU;BL;1.000000;9.000000;17.000000;8.000000;37.000000;7.000000;.000000;NULL
044094515;044094515;5705154184587;MÅN FIX-PRO STØTTEHYLSE 15MM TIL PEXRØR 5PK;BL;18.000000;.000000;14.000000;22.000000;23.200000;9.000000;4.000000;NULL
044096212;044096212;5705154184600;MÅN FIX-PRO KLEMRING 12MM TIL PEX OG KOBBERRØR 2PK;BL;11.000000;26.000000;7.000000;10.000000;35.000000;7.000000;13.000000;NULL
044096215;044096215;5705154184617;MÅN FIX-PRO KLEMRING 15MM TIL PEX OG KOBBERRØR 2PK;BL;33.000000;24.000000;15.000000;13.000000;24.000000;9.000000;10.000000;NULL
044020222;044020222;5705150027710;MÅN FIX-PRO KOMPRESJONSVINKEL 22MM CU;BL;.000000;3.000000;5.000000;10.000000;3.000000;5.000000;7.000000;NULL
044020310;044020310;5705154184143;MÅN FIX-PRO FORKROMMET VINKEL 10MM TIL PEX-RØR;BL;4.000000;NULL;NULL;5.000000;16.000000;NULL;10.000000;NULL
044020312;044020312;5705154184150;MÅN FIX-PRO FORKROMMET VINKEL 12MM TIL PEX-RØR;BL;4.000000;.000000;NULL;.000000;14.000000;NULL;7.000000;NULL
044021215;044021215;5705154184204;MÅN FIX-PRO VINKELKOBLING MED NIPPEL TIL PEX-RØR 1/2"-15MM;BL;-1.000000;9.000000;13.000000;26.000000;15.000000;7.000000;4.000000;NULL
044021218;044021218;5705154184211;MÅN FIX-PRO VINKELKOBLING MED NIPPEL TIL PEX-RØR 1/2"-10MM;BL;9.000000;NULL;NULL;4.000000;17.000000;NULL;14.000000;NULL
044021312;044021312;5705154184648;MÅN FIX-PRO VINKELKOBLING MED NIPPEL TIL PEXXRØR 3/8"X12MM;BL;.000000;.000000;NULL;1.000000;7.000000;NULL;8.000000;NULL
044021332;044021332;5705154184228;MÅN FIX-PRO VINKELKOBLING MED NIPPEL TIL PEX-RØR 1/2"-12MM;BL;5.000000;.000000;NULL;.000000;19.000000;NULL;9.000000;NULL
044021732;044021732;5705154184198;MÅN FIX-PRO VINKELKOBLING MED NIPPEL TIL KOBBERRØR 1/2"-12MM;BL;54.000000;19.000000;11.000000;12.000000;7.000000;5.000000;6.000000;NULL
044023615;044023615;5705150022753;MÅN FIX-PRO VINKELOVERGANG M/MUFFE15MM X 1/2" CU KROM;BL;4.000000;9.000000;-3.000000;9.000000;13.000000;5.000000;7.000000;NULL
044030310;044030310;5705154184266;MÅN FIX-PRO FORKROMMET T-STYKKE 10MM TIL PEX-RØR;BL;3.000000;NULL;NULL;7.000000;13.000000;NULL;13.000000;NULL
044054216;044054216;5705150027925;MÅN xxFIX-PRO REDUKSJON 18 X 12MM;UT;9.000000;4.000000;5.000000;-2.000000;8.000000;NULL;.000000;NULL
044060312;044060312;5705154184747;MÅN FIX-PRO RETT KOBLING MED NIPPEL TIL PEXXRØR 3/8"X12MM;BL;.000000;NULL;NULL;.000000;17.000000;NULL;10.000000;NULL
044060315;044060315;5705154184358;MÅN FIX-PRO TIPPUNION TIL PEXXRØR 1/2"X15MM;BL;21.000000;49.000000;19.000000;33.000000;31.400000;4.000000;.000000;NULL
044060366;044060366;5705154184754;MÅN FIX-PRO RETT KOBLING MED NIPPEL TIL PEXXRØR 3/8"X15MM;BL;21.000000;48.000000;25.000000;22.000000;30.000000;7.000000;5.000000;NULL
044060732;044060732;5705154184709;MÅN FIX-PRO RETT KOBLING MED NIPPEL TIL KOBBERRØR 1/2"X12MM;BL;26.000000;7.000000;11.000000;15.000000;11.000000;4.000000;10.000000;NULL
044065218;044065218;5705154184396;MÅN FIX-PRO UNION TIL KOBBERRØR 1/2"X10MM;BL;46.000000;15.000000;8.000000;11.000000;17.000000;8.000000;4.000000;NULL
044065266;044065266;5705154184785;MÅN FIX-PRO RETT KOBLING MED MUFFE TIL KOBBERRØR 3/8"X15MM;BL;12.000000;41.000000;11.000000;4.000000;19.000000;11.000000;17.000000;NULL
044065312;044065312;5705154184792;MÅN FIX-PRO RETT KOBLING MED MUFFE TIL PEXXRØR 3/8"X12MM;BL;5.000000;18.000000;NULL;19.000000;11.000000;NULL;17.000000;NULL
044065315;044065315;5705154184419;MÅN FIX-PRO UNION TIL PEX INNV. 1/2"X15MM;BL;43.000000;33.000000;5.000000;24.000000;47.000000;16.000000;4.000000;NULL
044065366;044065366;5705154184815;MÅN FIX-PRO RETT KOBLING MED MUFFE TIL PEXXRØR 3/8"X15MM;BL;42.000000;10.000000;46.000000;31.000000;18.000000;1.000000;9.000000;NULL
044065522;044065522;5705150022791;MÅN FIX-PRO RETT OVERGANGSMUFFE 18MM X 1/2" PEX;BL;11.000000;10.000000;.000000;6.000000;8.000000;6.000000;4.000000;NULL
044065732;044065732;5705154184402;MÅN FIX-PRO UNION TIL KOBBERRØR 1/2"X12MM;BL;22.000000;17.000000;11.000000;13.000000;14.000000;8.000000;10.000000;NULL
044070215;044070215;5705154184464;MÅN FIX-PRO FORKROMMET SAMLER 15MM TIL KOBBERRØR;BL;16.000000;4.000000;10.000000;16.000000;14.000000;10.000000;13.000000;NULL
044070310;044070310;5705154184471;MÅN FIX-PRO FORKROMMET SAMLER 10MM TIL PEX-RØR;BL;.000000;NULL;NULL;3.000000;18.360000;NULL;18.000000;NULL
044080022;044080022;5705150022920;MÅN FIX-PRO KOMPRESJONS ENDEMUFFE 22MM;BL;4.000000;.000000;44.000000;21.000000;.000000;.000000;13.000000;NULL
044089015;044089015;5705150027680;MÅN FIX-PRO KOMPRESJONSPLUGG 15MM 2PK.;BL;15.000000;29.000000;7.000000;9.000000;11.000000;8.000000;3.000000;NULL
044093018;044093018;5705150022845;MÅN FIX-PRO STØTTEHYLSE 18MM CU 5PK.;BL;10.000000;14.000000;-3.000000;.000000;25.000000;11.000000;8.000000;NULL
044094018;044094018;5705150027840;FIX-PRO STØTTEHYLSE 18M PEX 5PK.;BL;9.000000;13.000000;11.000000;7.000000;7.000000;10.000000;14.000000;NULL
044094510;044094510;5705154184563;MÅN FIX-PRO STØTTEHYLSE 10MM TIL PEX-RØR 5PK;BL;5.000000;NULL;NULL;12.000000;34.000000;10.000000;16.000000;NULL
044094512;044094512;5705154184570;MÅN FIX-PRO STØTTEHYLSE 12MM TIL PEX-RØR 5PK;BL;5.000000;NULL;NULL;6.000000;19.000000;12.000000;6.000000;NULL
044096210;044096210;5705154184594;MÅN FIX-PRO KLEMRING 10MM TIL PEX OG KOBBERRØR 2PK;BL;12.000000;29.000000;4.000000;20.000000;35.000000;6.000000;6.000000;NULL
0442040;0442040;230021065713;ELI GRAND PLACE NAMUR 20X20;IT;3.600000;.000000;7.200000;54.000000;12.000000;36.000000;10.800000;144.000000
045317915;045317915;5705154218701;MÅN UPONOR OVERGANG Q&E M/N 15X1/2";BL;1.000000;-4.000000;4.000000;3.000000;NULL;4.000000;5.000000;NULL
048092106;048092106;5705150022784;MÅN FIX-PRO VINKEL 90° 3/4" MESSING/NIPPEL;BL;.000000;12.000000;3.000000;5.000000;6.000000;3.000000;9.000000;NULL
048092503;048092503;5705150027390;MÅN FIX-PRO VINKEL 90° 3/8" MUFFE/NIPPEL KROM;BL;14.000000;17.000000;7.000000;5.000000;6.000000;7.000000;8.000000;NULL
048092504;048092504;5705150022661;MÅN FIX-PRO VINKEL 90° 1/2" MESSING/NIPPEL KROM;BL;12.000000;12.000000;7.000000;14.000000;8.000000;6.000000;4.000000;NULL
048130504;048130504;5705150022876;MÅN FIX-PRO T-RØR M/MUFFE 1/2" KROM;BL;16.000000;12.000000;8.000000;3.000000;15.000000;8.000000;8.000000;NULL
048130703;048130703;5705154184822;MÅN FIX-PRO T-STYKKE 3/8" MESSING;BL;4.000000;6.000000;-4.000000;6.000000;19.000000;8.000000;7.000000;NULL
048130704;048130704;5705154184839;MÅN FIX-PRO T-STYKKE 1/2" MESSING;BL;-8.000000;11.000000;.000000;16.000000;27.000000;6.000000;5.000000;NULL
048241726;048241726;5705154184853;MÅN FIX-PRO NIPPELMUFFE 1/2"X3/8" MESSING;BL;35.000000;-1.000000;23.000000;12.000000;9.000000;8.000000;5.000000;NULL
048241832;048241832;5705154185560;MÅN FIX-PRO NIPPELMUFFE 3/4"X3/8" MESSING;BL;18.000000;14.000000;18.000000;33.000000;30.000000;7.000000;18.000000;NULL
048245143;048245143;5705150027314;MÅN FIX-PRO ANSATSNIPPEL M/REDUKSJON 1"X3/4";BL;28.000000;11.000000;2.000000;10.000000;23.000000;4.000000;14.000000;NULL
048245726;048245726;5705154184884;MÅN FIX-PRO ANSATSNIPPEL DRZ MESSING 1/2" X 3/8";BL;27.000000;10.000000;12.000000;5.000000;34.000000;2.000000;8.000000;NULL
048245733;048245733;5705154184907;MÅN FIX-PRO ANSATSNIPPEL DRZ MESSING 3/4"X1/2";BL;77.000000;20.000000;15.000000;9.000000;43.000000;8.000000;3.000000;NULL
048246703;048246703;5705154184914;MÅN FIX-PRO REDUKSJONSMUFFE DRZ MESSING 3/8";BL;11.000000;10.000000;25.000000;22.000000;46.000000;13.000000;16.000000;NULL
048246726;048246726;5705154184938;MÅN FIX-PRO REDUKSJONSMUFFE DRZ MESSING 1/2"X3/8";BL;40.000000;19.000000;8.000000;12.000000;36.000000;.000000;4.000000;NULL
048246733;048246733;5705154184945;MÅN FIX-PRO REDUKSJONSMUFFE DRZ MESSING 3/4"X1/2";BL;45.000000;24.000000;7.000000;8.000000;22.000000;3.000000;9.000000;NULL
048270703;048270703;5705154184952;MÅN FIX-PRO MUFFE 3/8" MESSING;BL;12.000000;10.000000;21.000000;10.000000;18.000000;8.000000;21.000000;NULL
048291806;048291806;5705154185034;MÅN FIX-PRO PROPP 3/4" MESSING;BL;15.000000;23.000000;15.000000;16.000000;21.000000;10.000000;6.000000;NULL
048300506;048300506;5705150022623;MÅN FIX-PRO ENDEMUFFE 1/2" KROM;BL;35.000000;.000000;15.000000;8.000000;17.000000;.000000;22.000000;NULL
048405006;048405006;5705150024924;MÅN FIX-PRO NIPPELRØR 3/4" X 50MM;BL;3.000000;NULL;7.000000;9.000000;9.000000;-1.000000;3.000000;NULL
048406006;048406006;5705150027864;MÅN FIX-PRO NIPPELRØR 3/4" X 60MM;BL;4.000000;NULL;6.000000;13.000000;14.000000;NULL;5.000000;NULL
056.04;056.04;5701952056040;OX-ON xxJUNIOR 10001 4-6 ÅR HANSKE;UT;NULL;NULL;NULL;.000000;10.000000;NULL;NULL;NULL
0600803300;0600803300;3165140465366;BSC BOSCH AXT 25 TC 2500W;UT;.000000;.000000;.000000;2.000000;-2.000000;.000000;.000000;NULL
0600833300;0600833300;3165140981828;EASYSHEAR;UT;.000000;.000000;.000000;.000000;11.000000;1.000000;1.000000;NULL
0600834500;0600834500;3165140465403;BSC xxBOSCH AKE 35 S 1800W 35 CM;UT;-1.000000;.000000;.000000;.000000;.000000;.000000;.000000;NULL
0600847A00;0600847A00;3165140582612;BSC BOSCH AHS 45-16 420W;UT;.000000;.000000;.000000;-1.000000;.000000;.000000;.000000;NULL
0600847E00;0600847E00;3165140582780;BSC xxBOSCH AHS 45-26 550W 450/26 MM;UT;.000000;.000000;.000000;.000000;-1.000000;.000000;.000000;NULL
0600849F05;0600849F05;3165140830386;BSC BOSCH HEKKSAKS OPPL AHS 48-20 LI 18V 1X2.5AH;UT;.000000;2.000000;.000000;-1.000000;-1.000000;.000000;-2.000000;NULL
06008A1005;06008A1005;3165140809641;BOSCH xxLØVSUGER ALS 2400 3000W;UT;.000000;NULL;.000000;.000000;.000000;.000000;1.000000;NULL
06008A4400;06008A4400;3165140661867;BSC BOSCH ROTAK 37 LI EH 36V 4.0AH OPPLADBAR GRESSKLIPPER;UT;-1.000000;.000000;.000000;.000000;-1.000000;.000000;.000000;NULL
06008A5000;06008A5000;3165140689021;BSC BOSCH GRESSTRIMMER ART 23 SL;UT;.000000;.000000;.000000;.000000;-1.000000;.000000;.000000;NULL
06008A5400;06008A5400;3165140689175;BSC xxBOSCH GRESSTRIMMER ART 30 550W;UT;.000000;.000000;.000000;NULL;.000000;.000000;.000000;NULL
06008A5E01;06008A5E01;3165140689380;BSC xxBOSCH GRESSTRIMMER U/BATTERIPAKKE 18V - ART 26-18;UT;.000000;.000000;.000000;NULL;.000000;.000000;NULL;NULL
0442080;0442080;230021065737;ELI GRAND PLACE BRUXELLES 20X20;IT;28.800000;.000000;48.000000;72.000000;48.000000;9.600000;34.800000;72.000000
044276936;044276936;5705154184624;MÅN FIX-PRO PLATEALBU MED NIPPEL TIL PEX/KOBBERRØR 3/4"X12MM;BL;5.000000;19.000000;4.000000;2.000000;9.000000;6.000000;8.000000;NULL
045121932;045121932;5705154218411;MÅN FIX-PRO TA VINKELKOMPRESJON 90 G 18 MM X 3/4" NIPP;BL;24.000000;2.000000;18.000000;8.000000;16.000000;5.000000;7.000000;NULL
045121976;045121976;5705154218404;MÅN FIX-PRO TA VINKELKOMPRESJON 90 G 15 MM X 3/4" NIPP;BL;44.000000;22.000000;20.000000;4.000000;53.000000;5.000000;6.000000;NULL
048092103;048092103;5705150027338;MÅN FIX-PRO VINKEL 90° 3/8" MUFFE/NIPPEL;BL;6.000000;13.000000;9.000000;9.000000;12.000000;9.000000;4.000000;NULL
048241833;048241833;5705154184877;FIX-PRO NIPPELMUFFE 3/4"X1/2" FORKROMMET;BL;-3.000000;.000000;6.000000;17.000000;2.800000;5.000000;.000000;NULL
048245732;048245732;5705154184891;MÅN FIX-PRO ANSATSNIPPEL DRZ MESSING 3/4"X3/8";BL;22.000000;10.000000;14.000000;21.000000;21.000000;3.000000;5.000000;NULL
048270503;048270503;5705150027918;MÅN FIX-PRO MUFFE 3/8" FORKROMMET;BL;21.000000;9.000000;13.000000;7.000000;13.000000;8.000000;11.000000;NULL
048270504;048270504;5705150027383;MÅN FIX-PRO MUFFE 1/2" FORKROMMET;BL;8.000000;9.000000;10.000000;8.000000;13.000000;.000000;5.000000;NULL
048270704;048270704;5705154184969;MÅN FIX-PRO MUFFE 1/2" MESSING;BL;41.000000;18.000000;20.000000;16.000000;18.000000;8.000000;14.000000;NULL
048280706;048280706;5705154185003;MÅN FIX-PRO ANSATSNIPPEL MESSING 3/4";BL;5.000000;13.000000;23.000000;16.000000;26.360000;.000000;10.000000;NULL
048300108;048300108;5705150027871;MÅN FIX-PRO ENDEMUFFE 1";BL;12.000000;17.000000;26.000000;7.000000;18.000000;3.000000;11.000000;NULL
048300806;048300806;5705154185065;MÅN FIX-PRO ENDEMUFFE MED PAKNING 3/4";BL;15.000000;9.000000;17.000000;-8.000000;83.000000;19.000000;27.000000;NULL
048404006;048404006;5705150022883;MÅN FIX-PRO NIPPELRØR 3/4" X 40MM;BL;9.000000;NULL;5.000000;6.000000;12.000000;NULL;6.000000;NULL
048408006;048408006;5705150027345;MÅN FIX-PRO NIPPELRØR 3/4" X 80MM;BL;10.000000;.000000;7.000000;6.000000;14.000000;9.000000;6.000000;NULL
048410006;048410006;5705150027420;MÅN FIX-PRO NIPPELRØR 3/4" X 100MM;BL;10.000000;.000000;3.000000;18.000000;10.000000;NULL;8.000000;NULL
056.05;056.05;5701952056057;OX-ON xxJUNIOR 10001 6-8 ÅR HANSKE;UT;4.000000;NULL;NULL;.000000;5.000000;NULL;NULL;NULL
057.04;057.04;5701952057047;XON OX-ON JUNIOR 4-6 ÅR HANSKE;HL;.000000;NULL;-1.000000;-2.000000;2.000000;5.000000;6.000000;NULL
057.05;057.05;5701952057054;XON OX-ON JUNIOR 6-8 ÅR HANSKE;HL;.000000;NULL;.000000;.000000;2.000000;8.000000;6.000000;NULL
0600803000;0600803000;3165140465304;BSC BOSCH AXT 22 D 2200W;UT;.000000;.000000;.000000;.000000;.000000;.000000;.000000;NULL
0600833102;0600833102;3165140630627;BSC xxBOSCH MULTIKLIPPER OPPLADBAR ISIO III 3.6V 1.3AH;UT;.000000;.000000;.000000;.000000;-1.000000;.000000;.000000;NULL
0600878N04;0600878N04;3165140887779;BSC BOSCH GRESSTRIMMER ADVANCED 30CM 36V SOLO;UT;.000000;.000000;3.000000;.000000;.000000;.000000;.000000;NULL
0600885D06;0600885D06;3165140895439;BOSCH EASY GRESSKLIPPER ROTAK 36V 4.0AH;UT;-1.000000;.000000;.000000;.000000;-1.000000;.000000;-1.000000;NULL
06008A7201;06008A7201;3165140746960;BSC xxBOSCH AQT 37-13 PLUS HØYTRYKKSPYLER + PATIO CLEANER;UT;.000000;.000000;.000000;.000000;.000000;.000000;.000000;NULL
06008A7800;06008A7800;3165140852296;BSC BOSCH HØYTRYKKSVASKER ADVANCED AQUATAK 160;UT;.000000;.000000;1.000000;.000000;3.000000;.000000;2.000000;NULL
06008B0100;06008B0100;3165140828253;BSC xxBOSCH ROBOTGRESSKLIPPER INDEGO CONNECT 350M2;UT;.000000;.000000;.000000;.000000;2.000000;1.000000;.000000;NULL
06008B2000;06008B2000;3165140870221;BSC xxBOSCH EASY SEKATØR PRUN 3.6V;UT;.000000;NULL;2.000000;.000000;.000000;NULL;.000000;NULL
06008B7100;06008B7100;3165140976350;VINDUSVASKER xxGLASSVAC SOLO 3,6V;UT;-14.000000;-4.000000;-2.000000;-5.000000;.000000;.000000;.000000;NULL
06008B8001;06008B8001;3165140925648;BSC BOSCH UNIVERSAL KJEDESAG 18V U/BATTERIPAKKE;SM;.000000;-1.000000;1.000000;.000000;-1.000000;1.000000;-1.000000;NULL
06008B8300;06008B8300;3165140938853;BOSCH KJEDESAG UNIVERSAL CHAIN 35;SM;NULL;1.000000;1.000000;.000000;1.000000;2.000000;NULL;NULL
06008B9205;06008B9205;4059952526577;BOSCH GRESSKLIPPER ADVANCED ROTAK 650;UT;.000000;.000000;.000000;2.000000;3.000000;1.000000;1.000000;NULL
06008C1A00;06008C1A00;3165140942775;BOSCH GRESSTRIMMER EASY 23CM 18V 2,0AH;UT;.000000;.000000;1.000000;.000000;5.000000;1.000000;.000000;NULL
101201;101201;7332844012912;EIA SENSO KITCHEN SKJÆREFJØL 32X25 CM ACASIA;HL;NULL;NULL;NULL;NULL;-1.000000;NULL;NULL;NULL
1012539;1012539;7312550125397;XON xxHOWARD LEIGHT LEIGHTNING L1H FOR HJELM;UT;-1.000000;NULL;NULL;NULL;6.000000;3.000000;3.000000;NULL
101310;101310;7023671013103;FLE OVERSTRØMNINGSRIST HVIT METALL 4;BL;9.000000;NULL;NULL;8.000000;-2.000000;5.000000;5.000000;NULL
101318;101318;7023671013189;FLEXIT KONDENSATOR 4 UF P2 LEDNING 200MM;BL;NULL;1.000000;NULL;.000000;NULL;2.000000;2.000000;NULL
101-4002;101-4002;5701951120360;VTR xxCELESTE DUSJSETT 1 SPRAY Ø8 CM 25MM STANG 1.5M SLANGE;UT;.000000;.000000;.000000;.000000;.000000;.000000;.000000;NULL
101-4007;101-4007;5701951120407;VTR xxCELESTE DUSJSLANGE 2.0M METALL;UT;.000000;.000000;.000000;.000000;.000000;.000000;.000000;NULL
101-4012;101-4012;5701951120254;VTR xxCELESTE SPARTA SERVANTARMATUR;UT;.000000;.000000;.000000;.000000;.000000;.000000;.000000;NULL
101-4017;101-4017;5701951120308;VTR xxCELESTE COMFORT KJØKKENARMATUR;UT;.000000;.000000;.000000;.000000;-1.000000;.000000;.000000;NULL
101-4020;101-4020;5701951120322;VTR xxCELESTE MANSION KAR- OG DUSJARMATUR;UT;-1.000000;.000000;.000000;.000000;-1.000000;.000000;.000000;NULL
101-4022;101-4022;5701951125112;CELESTE xxABINGTON KJØKKENARMATUR;UT;.000000;-3.000000;.000000;.000000;.000000;.000000;.000000;NULL
101-4023;101-4023;5701951125129;VTR xxCELESTE LANARK SERVANTARMATUR;UT;.000000;.000000;.000000;.000000;.000000;1.000000;.000000;NULL
101-4028;101-4028;5701951125068;VTR xxCELESTE BATHGATE DUSJSETT INKL. DUSJTERMOSTAT;UT;.000000;1.000000;.000000;-1.000000;-1.000000;.000000;.000000;NULL
101-4034;101-4034;5701951130864;CELESTE MONT.PLATE FOR DUSJBATTERI 150MM 3/4"X1/2", KROM;HL;15.000000;6.000000;9.000000;5.000000;14.000000;5.000000;9.000000;NULL
101412;101412;8018080224843;USB xxUNIVERSALLADER M/4 UTTAK 21W;UT;4.000000;.000000;.000000;2.000000;.000000;3.000000;1.000000;NULL
101464;101464;8018080226878;USB HJEMMELADER FOR IPHONE 10W;BL;2.000000;.000000;5.000000;3.000000;7.000000;4.000000;1.000000;NULL
101491;101491;8018080251238;HOLDER TIL MOBILTELEFON;BL;17.000000;.000000;2.000000;7.000000;7.000000;7.000000;-4.000000;NULL
101498;101498;7332844015531;EIA SENSO KITCHEN KJELEUNDERLAG Ø 19 CM KORK;HL;NULL;NULL;NULL;.000000;NULL;2.000000;NULL;NULL
1015;1015;5021378011110;FUG GENESIS UTVENDIG HJØRNELIST 10MM MATT ALU RETT KANT;BL;19.000000;27.000000;4.000000;NULL;11.000000;17.000000;1.000000;NULL
1016;1016;5021378011226;FUG GENESIS UTVENDIG HJØRNELIST 12MM MATT ALU RETT KANT;BL;22.000000;-1.000000;10.000000;NULL;34.000000;7.000000;10.000000;NULL
101605;101605;7332844028838;EIA SENSO KITCHEN ALLKNIV;HL;NULL;NULL;NULL;.000000;NULL;9.000000;NULL;NULL
1017;1017;5021378071961;FUG GENESIS TRAPPENESE 2-DELT 30X10MM ALU/PVC GRÅ;BL;8.000000;NULL;14.000000;NULL;8.000000;10.000000;7.000000;NULL
101764;101764;8018080280290;MAGNETHOLDER TIL MOBILTELEFON;BL;10.000000;NULL;7.000000;8.000000;6.000000;8.000000;6.000000;NULL
1018366;1018366;9007022051639;EGG xxEGGER CORTINA HVIT EIK H1053 PLANK 1291x193x8mm;UT;.000000;NULL;.000000;.000000;.000000;.000000;.000000;NULL
1019161;1019161;9007022060211;EGG xxEGGER GARRISON EIK NATURAL H2353 3-STAV 1292x192x7mm;UT;.000000;NULL;.000000;.000000;-9.920000;.000000;.000000;NULL
1019169;1019169;9007022060457;EGG xxEGGER H2706 POLAR EIK 3-STAV 7MM;UT;.000000;NULL;.000000;.000000;.000000;.000000;.000000;NULL
1019173;1019173;9007022060570;EGG xxEGGER PATCHWOOD VALNØTT H2782 3-STAV 1292x192x7mm;UT;.000000;NULL;.000000;.000000;.000000;.000000;.000000;NULL
101983;101983;8018080303951;USB BILLADER KIT FOR SAMSUNG TYPE C 15W;BL;7.000000;NULL;6.000000;5.000000;5.000000;6.000000;7.000000;NULL
102064;102064;7332844317741;EIA SENSO KITCHEN SPRINGFORM 24CM;HL;NULL;NULL;NULL;NULL;NULL;5.000000;NULL;NULL
